Date,Total Jobs 30d,GNP 90d,XLP 30d,Inflation 1yr,XLY 30d,XLU 30d,XLU next 30d
8/30/06,0.00192210,0.00687779,0.02756450,0.00948359,0.02893098,0.01532898,0.01138313
8/31/06,0.00192210,0.00687779,0.02733190,0.00948334,0.03115035,0.01401144,0.01284407
9/1/06,0.00192210,0.00687779,0.02710849,0.00948309,0.03343700,0.01269878,0.01438352
9/5/06,0.00192210,0.00687779,0.02669151,0.00956058,0.03569453,0.01142082,0.01597332
9/6/06,0.00192210,0.00687779,0.02616770,0.00956033,0.03793763,0.01022641,0.01766948
9/7/06,0.00192210,0.00687779,0.02557147,0.00948162,0.04025532,0.00902613,0.01944538
9/8/06,0.00192210,0.00687779,0.02490466,0.00948137,0.04255574,0.00802398,0.02121107
9/11/06,0.00192210,0.00687779,0.02405818,0.00953294,0.04463552,0.00699556,0.02301542
9/12/06,0.00192210,0.00687779,0.02315397,0.00953269,0.04679140,0.00606825,0.02486711
9/13/06,0.00192210,0.00687779,0.02205856,0.00948015,0.04859441,0.00525084,0.02660205
9/14/06,0.00192210,0.00687779,0.02089390,0.00947990,0.05026226,0.00454282,0.02833386
9/15/06,0.00192210,0.00687779,0.01972138,0.00947966,0.05193075,0.00403153,0.02991551
9/18/06,0.00192210,0.00687779,0.01847996,0.00953121,0.05352800,0.00365912,0.03131739
9/19/06,0.00192210,0.00687779,0.01720784,0.00953096,0.05515119,0.00348454,0.03257737
9/20/06,0.00192210,0.00687779,0.01601002,0.00947843,0.05684308,0.00357341,0.03356699
9/21/06,0.00192210,0.00687779,0.01471998,0.00947818,0.05849237,0.00381106,0.03433402
9/22/06,0.00192210,0.00687779,0.01352683,0.00947794,0.06009964,0.00427617,0.03488235
9/25/06,0.00192210,0.00687779,0.01230176,0.00952948,0.06164281,0.00496654,0.03519030
9/26/06,0.00192210,0.00687779,0.01118594,0.00952924,0.06306643,0.00568011,0.03545342
9/27/06,0.00192210,0.00687779,0.01007278,0.00947671,0.06419769,0.00660809,0.03551755
9/28/06,0.00000000,0.00687779,0.00900999,0.00947646,0.06524319,0.00759490,0.03537470
9/29/06,0.00025877,0.00687779,0.00802070,0.00947622,0.06610338,0.00871046,0.03524690
10/2/06,0.00025877,0.01901658,0.00716260,0.00952776,0.06679326,0.00999190,0.03494238
10/3/06,0.00025877,0.01205588,0.00633215,0.00952751,0.06729088,0.01138313,0.03455856
10/4/06,0.00025877,0.01205588,0.00566871,0.00947499,0.06765750,0.01284407,0.03417291
10/5/06,0.00025877,0.01205588,0.00512179,0.00947475,0.06781621,0.01438352,0.03364184
10/6/06,0.00025877,0.01205588,0.00455470,0.00947450,0.06768066,0.01597332,0.03316808
10/9/06,0.00025877,0.01205588,0.00417395,0.00952603,0.06730996,0.01766948,0.03258922
10/10/06,0.00025877,0.01205588,0.00379639,0.00952578,0.06674899,0.01944538,0.03199998
10/11/06,0.00025877,0.01205588,0.00360467,0.00947328,0.06587919,0.02121107,0.03131694
10/12/06,0.00025877,0.01205588,0.00347323,0.00947303,0.06505803,0.02301542,0.03067332
10/13/06,0.00025877,0.01205588,0.00345909,0.00947279,0.06405961,0.02486711,0.02987018
10/16/06,0.00025877,0.01205588,0.00360677,0.00952430,0.06300590,0.02660205,0.02919250
10/17/06,0.00025877,0.01205588,0.00378034,0.00952406,0.06197490,0.02833386,0.02849970
10/18/06,0.00025877,0.01205588,0.00410492,0.00947156,0.06084841,0.02991551,0.02786752
10/19/06,0.00025877,0.01205588,0.00449979,0.00947131,0.05965933,0.03131739,0.02733526
10/20/06,0.00025877,0.01205588,0.00497802,0.00947107,0.05841389,0.03257737,0.02692817
10/23/06,0.00025877,0.01205588,0.00549245,0.00952258,0.05705972,0.03356699,0.02666716
10/24/06,0.00025877,0.01205588,0.00595190,0.00952233,0.05557870,0.03433402,0.02651422
10/25/06,0.00025877,0.01205588,0.00638775,0.00946984,0.05394292,0.03488235,0.02648552
10/26/06,0.00025877,0.01205588,0.00675335,0.00946960,0.05239438,0.03519030,0.02656388
10/27/06,0.00000000,0.01205588,0.00705927,0.00946935,0.05065464,0.03545342,0.02668087
10/30/06,0.00083483,0.01205588,0.00727143,0.00952085,0.04899472,0.03551755,0.02665223
10/31/06,0.00083483,0.01205588,0.00741322,0.00952061,0.04721355,0.03537470,0.02675572
11/1/06,0.00083483,0.01205588,0.00755238,0.00946813,0.04546488,0.03524690,0.02674658
11/2/06,0.00083483,0.01205588,0.00763175,0.00946788,0.04379327,0.03494238,0.02660772
11/3/06,0.00083483,0.01205588,0.00771083,0.00946764,0.04213579,0.03455856,0.02642152
11/6/06,0.00083483,0.01205588,0.00781351,0.00951913,0.04063016,0.03417291,0.02600372
11/7/06,0.00083483,0.01205588,0.00785806,0.00951888,0.03916651,0.03364184,0.02559457
11/8/06,0.00083483,0.01205588,0.00799413,0.00946642,0.03787461,0.03316808,0.02499079
11/9/06,0.00083483,0.01205588,0.00801516,0.00946617,0.03663227,0.03258922,0.02429624
11/10/06,0.00083483,0.01205588,0.00811693,0.00946593,0.03556405,0.03199998,0.02344611
11/13/06,0.00083483,0.01205588,0.00820512,0.00951741,0.03458518,0.03131694,0.02256074
