Date,Inflation 1yr,Total Jobs 30d,GNP 90d,XLP 30d,XLY 30d,XLV 30d,XLV next 30d
3/1/06,0.00952852,0.00337997,0.02002299,0.01369407,0.00581858,0.00846466,-0.01701426
3/2/06,0.00952827,0.00337997,0.02002299,0.01446719,0.00586474,0.00853272,-0.01897567
3/3/06,0.00952802,0.00337997,0.02002299,0.01530392,0.00594976,0.00859162,-0.02098724
3/6/06,0.00957984,0.00337997,0.02002299,0.01607629,0.00611264,0.00863390,-0.02301600
3/7/06,0.00957959,0.00337997,0.02002299,0.01683625,0.00634613,0.00858499,-0.02496442
3/8/06,0.00952678,0.00337997,0.02002299,0.01746866,0.00661292,0.00853644,-0.02683303
3/9/06,0.00952654,0.00337997,0.02002299,0.01792011,0.00695179,0.00831965,-0.02862769
3/10/06,0.00952629,0.00337997,0.02002299,0.01821577,0.00728319,0.00791770,-0.03016234
3/13/06,0.00957810,0.00337997,0.02002299,0.01825107,0.00758447,0.00742956,-0.03155989
3/14/06,0.00957785,0.00337997,0.02002299,0.01807955,0.00783761,0.00667201,-0.03281672
3/15/06,0.00952505,0.00337997,0.02002299,0.01761061,0.00796532,0.00574574,-0.03382028
3/16/06,0.00952480,0.00337997,0.02002299,0.01700981,0.00802741,0.00460010,-0.03469259
3/17/06,0.00952455,0.00337997,0.02002299,0.01614031,0.00797876,0.00326990,-0.03534519
3/20/06,0.00957635,0.00337997,0.02002299,0.01523024,0.00789671,0.00184587,-0.03595641
3/21/06,0.00957610,0.00337997,0.02002299,0.01402958,0.00775310,0.00019837,-0.03626816
3/22/06,0.00952331,0.00337997,0.02002299,0.01286585,0.00763264,-0.00144125,-0.03652188
3/23/06,0.00952307,0.00337997,0.02002299,0.01147592,0.00741873,-0.00334486,-0.03647267
3/24/06,0.00952282,0.00337997,0.02002299,0.01018656,0.00729686,-0.00519941,-0.03641755
3/27/06,0.00957461,0.00000000,0.02002299,0.00876046,0.00712776,-0.00721117,-0.03607191
3/28/06,0.00949556,0.00000000,0.02002299,0.00736249,0.00698315,-0.00918162,-0.03561038
3/29/06,0.00949532,0.00000000,0.02002299,0.00603015,0.00688647,-0.01111080,-0.03502137
3/30/06,0.00949507,0.00138998,0.02002299,0.00471153,0.00677398,-0.01310433,-0.03435990
3/31/06,0.00949482,0.00138998,0.02002299,0.00334688,0.00673892,-0.01505485,-0.03346781
4/3/06,0.00954660,0.00138998,0.03086043,0.00202140,0.00668091,-0.01701426,-0.03242968
4/4/06,0.00949384,0.00138998,0.03086043,0.00067290,0.00667708,-0.01897567,-0.03128626
4/5/06,0.00949359,0.00138998,0.01062470,-0.00066177,0.00665021,-0.02098724,-0.03006789
4/6/06,0.00949334,0.00138998,0.01062470,-0.00192066,0.00660746,-0.02301600,-0.02879910
4/7/06,0.00949310,0.00138998,0.01062470,-0.00312680,0.00651715,-0.02496442,-0.02742321
4/10/06,0.00954486,0.00138998,0.01062470,-0.00417949,0.00636547,-0.02683303,-0.02617396
4/11/06,0.00949211,0.00138998,0.01062470,-0.00506552,0.00623688,-0.02862769,-0.02482670
4/12/06,0.00949186,0.00138998,0.01062470,-0.00560252,0.00613805,-0.03016234,-0.02362044
4/13/06,0.00949161,0.00138998,0.01062470,-0.00599944,0.00607117,-0.03155989,-0.02249446
4/17/06,0.00956938,0.00138998,0.01062470,-0.00622818,0.00597613,-0.03281672,-0.02139103
4/18/06,0.00956913,0.00138998,0.01062470,-0.00614328,0.00604407,-0.03382028,-0.02032695
4/19/06,0.00951638,0.00138998,0.01062470,-0.00594368,0.00606660,-0.03469259,-0.01922641
4/20/06,0.00951613,0.00138998,0.01062470,-0.00546966,0.00613649,-0.03534519,-0.01816323
4/21/06,0.00951589,0.00138998,0.01062470,-0.00496740,0.00616796,-0.03595641,-0.01705141
4/24/06,0.00956764,0.00138998,0.01062470,-0.00416466,0.00626067,-0.03626816,-0.01604593
4/25/06,0.00956739,0.00138998,0.01062470,-0.00333335,0.00631480,-0.03652188,-0.01504696
4/26/06,0.00951465,0.00138998,0.01062470,-0.00226257,0.00643888,-0.03647267,-0.01415826
4/27/06,0.00951440,0.00138998,0.01062470,-0.00128684,0.00639526,-0.03641755,-0.01328441
4/28/06,0.00951415,0.00128220,0.01062470,-0.00013547,0.00644957,-0.03607191,-0.01251150
5/1/06,0.00956590,0.00128220,0.01062470,0.00098021,0.00643260,-0.03561038,-0.01177375
5/2/06,0.00956565,0.00128220,0.01062470,0.00212233,0.00637703,-0.03502137,-0.01125118
5/3/06,0.00951292,0.00128220,0.01062470,0.00312969,0.00623086,-0.03435990,-0.01071091
5/4/06,0.00951267,0.00128220,0.01062470,0.00423695,0.00599206,-0.03346781,-0.01025005
5/5/06,0.00951242,0.00128220,0.01062470,0.00523200,0.00563687,-0.03242968,-0.00987664
5/8/06,0.00956416,0.00128220,0.01062470,0.00616565,0.00514121,-0.03128626,-0.00952194
5/9/06,0.00956391,0.00128220,0.01062470,0.00702362,0.00450520,-0.03006789,-0.00930437
5/10/06,0.00951119,0.00128220,0.01062470,0.00772934,0.00370658,-0.02879910,-0.00895608
5/11/06,0.00951094,0.00128220,0.01062470,0.00831943,0.00276799,-0.02742321,-0.00871137
5/12/06,0.00951069,0.00128220,0.01062470,0.00868187,0.00170505,-0.02617396,-0.00834450
5/15/06,0.00956242,0.00128220,0.01062470,0.00901619,0.00063810,-0.02482670,-0.00791740
5/16/06,0.00956217,0.00128220,0.01062470,0.00913190,-0.00059971,-0.02362044,-0.00747995
5/17/06,0.00950946,0.00128220,0.01062470,0.00906835,-0.00191459,-0.02249446,-0.00695255
5/18/06,0.00950921,0.00128220,0.01062470,0.00896489,-0.00319910,-0.02139103,-0.00626740
5/19/06,0.00950896,0.00128220,0.01062470,0.00875907,-0.00450001,-0.02032695,-0.00557127
5/22/06,0.00956068,0.00128220,0.01062470,0.00850209,-0.00582289,-0.01922641,-0.00480261
5/23/06,0.00956043,0.00128220,0.01062470,0.00810568,-0.00711368,-0.01816323,-0.00393585
5/24/06,0.00950773,0.00128220,0.01062470,0.00765846,-0.00837263,-0.01705141,-0.00290115
5/25/06,0.00950748,0.00128220,0.01062470,0.00704728,-0.00972077,-0.01604593,-0.00178216
5/26/06,0.00950723,0.00000000,0.01062470,0.00647135,-0.01094123,-0.01504696,-0.00049137
5/30/06,0.00958491,0.00202693,0.01062470,0.00576841,-0.01222264,-0.01415826,0.00092564
5/31/06,0.00958467,0.00202693,0.01062470,0.00511725,-0.01337294,-0.01328441,0.00242518
6/1/06,0.00950575,0.00202693,0.01062470,0.00450367,-0.01455917,-0.01251150,0.00412121
6/2/06,0.00950551,0.00202693,0.01062470,0.00391649,-0.01571526,-0.01177375,0.00580380
6/5/06,0.00955720,0.00202693,0.01062470,0.00338032,-0.01684886,-0.01125118,0.00764100
6/6/06,0.00955695,0.00202693,0.01062470,0.00300801,-0.01787684,-0.01071091,0.00960339
6/7/06,0.00950427,0.00202693,0.01062470,0.00274866,-0.01875343,-0.01025005,0.01157689
6/8/06,0.00950403,0.00202693,0.01062470,0.00265248,-0.01947717,-0.00987664,0.01364999
6/9/06,0.00950378,0.00202693,0.01062470,0.00269679,-0.01999591,-0.00952194,0.01571494
6/12/06,0.00955546,0.00202693,0.01062470,0.00294311,-0.02037640,-0.00930437,0.01794064
6/13/06,0.00955522,0.00202693,0.01062470,0.00329291,-0.02060841,-0.00895608,0.02025529
6/14/06,0.00950254,0.00202693,0.01062470,0.00379390,-0.02065467,-0.00871137,0.02259907
6/15/06,0.00950230,0.00202693,0.01062470,0.00444638,-0.02056437,-0.00834450,0.02507728
6/16/06,0.00950205,0.00202693,0.01062470,0.00523632,-0.02042753,-0.00791740,0.02742296
6/19/06,0.00955373,0.00202693,0.01062470,0.00606518,-0.02033461,-0.00747995,0.02974751
6/20/06,0.00955348,0.00202693,0.01062470,0.00695841,-0.02024038,-0.00695255,0.03196322
6/21/06,0.00950082,0.00202693,0.01062470,0.00793844,-0.02001265,-0.00626740,0.03401150
6/22/06,0.00950057,0.00202693,0.01062470,0.00894356,-0.01998389,-0.00557127,0.03584924
6/23/06,0.00950032,0.00202693,0.01062470,0.00996246,-0.01996870,-0.00480261,0.03747327
6/26/06,0.00955199,0.00202693,0.01062470,0.01109402,-0.01991798,-0.00393585,0.03890050
6/27/06,0.00955174,0.00000000,0.01062470,0.01227630,-0.01988452,-0.00290115,0.04000511
6/28/06,0.00949909,0.00000000,0.01062470,0.01352265,-0.01984925,-0.00178216,0.04091400
6/29/06,0.00949885,0.00073664,0.01062470,0.01472084,-0.01990402,-0.00049137,0.04168107
6/30/06,0.00949860,0.00073664,0.01062470,0.01595507,-0.01996820,0.00092564,0.04219196
7/3/06,0.00955026,0.00073664,0.01757556,0.01717610,-0.02002990,0.00242518,0.04259912
7/5/06,0.00957596,0.00073664,0.00687779,0.01830796,-0.02016193,0.00412121,0.04277860
7/6/06,0.00949712,0.00073664,0.00687779,0.01933968,-0.02028536,0.00580380,0.04289826
7/7/06,0.00949687,0.00073664,0.00687779,0.02035605,-0.02047744,0.00764100,0.04296129
7/10/06,0.00954852,0.00073664,0.00687779,0.02113421,-0.02071686,0.00960339,0.04296646
7/11/06,0.00954827,0.00073664,0.00687779,0.02193114,-0.02099143,0.01157689,0.04286322
7/12/06,0.00949564,0.00073664,0.00687779,0.02242531,-0.02132476,0.01364999,0.04264135
7/13/06,0.00949540,0.00073664,0.00687779,0.02292617,-0.02169050,0.01571494,0.04236343
7/14/06,0.00949515,0.00073664,0.00687779,0.02327250,-0.02203076,0.01794064,0.04191618
7/17/06,0.00954679,0.00073664,0.00687779,0.02359203,-0.02220060,0.02025529,0.04126429
7/18/06,0.00954654,0.00073664,0.00687779,0.02384760,-0.02229761,0.02259907,0.04057729
7/19/06,0.00949392,0.00073664,0.00687779,0.02411275,-0.02216737,0.02507728,0.03963683
7/20/06,0.00949367,0.00073664,0.00687779,0.02426512,-0.02196303,0.02742296,0.03873514
7/21/06,0.00949343,0.00073664,0.00687779,0.02439008,-0.02161666,0.02974751,0.03780359
7/24/06,0.00954505,0.00073664,0.00687779,0.02445300,-0.02096314,0.03196322,0.03696499
7/25/06,0.00954481,0.00073664,0.00687779,0.02450169,-0.02034574,0.03401150,0.03614061
7/26/06,0.00949219,0.00073664,0.00687779,0.02447427,-0.01958347,0.03584924,0.03535768
7/27/06,0.00949195,0.00073664,0.00687779,0.02442140,-0.01866836,0.03747327,0.03469298
7/28/06,0.00949170,0.00109629,0.00687779,0.02431683,-0.01769420,0.03890050,0.03404278
7/31/06,0.00954332,0.00109629,0.00687779,0.02423532,-0.01660766,0.04000511,0.03344092
8/1/06,0.00954307,0.00109629,0.00687779,0.02409181,-0.01543898,0.04091400,0.03295304
8/2/06,0.00949047,0.00109629,0.00687779,0.02409621,-0.01404458,0.04168107,0.03240851
8/3/06,0.00949023,0.00109629,0.00687779,0.02405280,-0.01250981,0.04219196,0.03194503
8/4/06,0.00948998,0.00109629,0.00687779,0.02405920,-0.01092827,0.04259912,0.03144951
8/7/06,0.00954159,0.00109629,0.00687779,0.02405366,-0.00915987,0.04277860,0.03100752
8/8/06,0.00954134,0.00109629,0.00687779,0.02423214,-0.00725931,0.04289826,0.03047601
8/9/06,0.00948875,0.00109629,0.00687779,0.02436236,-0.00517567,0.04296129,0.02994475
8/10/06,0.00948850,0.00109629,0.00687779,0.02477556,-0.00275819,0.04296646,0.02922937
8/11/06,0.00948826,0.00109629,0.00687779,0.02506833,-0.00028206,0.04286322,0.02842322
8/14/06,0.00953986,0.00109629,0.00687779,0.02547256,0.00223772,0.04264135,0.02761974
8/15/06,0.00953961,0.00109629,0.00687779,0.02588629,0.00482045,0.04236343,0.02680196
8/16/06,0.00948703,0.00109629,0.00687779,0.02617852,0.00730413,0.04191618,0.02597134
8/17/06,0.00948678,0.00109629,0.00687779,0.02644406,0.00965279,0.04126429,0.02522782
8/18/06,0.00948654,0.00109629,0.00687779,0.02676817,0.01197557,0.04057729,0.02442871
8/21/06,0.00953813,0.00109629,0.00687779,0.02691065,0.01403862,0.03963683,0.02370760
8/22/06,0.00953788,0.00109629,0.00687779,0.02711346,0.01601912,0.03873514,0.02296473
8/23/06,0.00948531,0.00109629,0.00687779,0.02723181,0.01813440,0.03780359,0.02226518
8/24/06,0.00948506,0.00109629,0.00687779,0.02742105,0.02021434,0.03696499,0.02153440
8/25/06,0.00948481,0.00000000,0.00687779,0.02752607,0.02230284,0.03614061,0.02075743
8/28/06,0.00953640,0.00000000,0.00687779,0.02759472,0.02448088,0.03535768,0.02006514
8/29/06,0.00953615,0.00000000,0.00687779,0.02760384,0.02668216,0.03469298,0.01931030
8/30/06,0.00948359,0.00192210,0.00687779,0.02756450,0.02893098,0.03404278,0.01859032
8/31/06,0.00948334,0.00192210,0.00687779,0.02733190,0.03115035,0.03344092,0.01789010
9/1/06,0.00948309,0.00192210,0.00687779,0.02710849,0.03343700,0.03295304,0.01720685
9/5/06,0.00956058,0.00192210,0.00687779,0.02669151,0.03569453,0.03240851,0.01648470
9/6/06,0.00956033,0.00192210,0.00687779,0.02616770,0.03793763,0.03194503,0.01569225
9/7/06,0.00948162,0.00192210,0.00687779,0.02557147,0.04025532,0.03144951,0.01489559
9/8/06,0.00948137,0.00192210,0.00687779,0.02490466,0.04255574,0.03100752,0.01409182
9/11/06,0.00953294,0.00192210,0.00687779,0.02405818,0.04463552,0.03047601,0.01336307
9/12/06,0.00953269,0.00192210,0.00687779,0.02315397,0.04679140,0.02994475,0.01261999
9/13/06,0.00948015,0.00192210,0.00687779,0.02205856,0.04859441,0.02922937,0.01194469
9/14/06,0.00947990,0.00192210,0.00687779,0.02089390,0.05026226,0.02842322,0.01132970
9/15/06,0.00947966,0.00192210,0.00687779,0.01972138,0.05193075,0.02761974,0.01076560
9/18/06,0.00953121,0.00192210,0.00687779,0.01847996,0.05352800,0.02680196,0.01013132
9/19/06,0.00953096,0.00192210,0.00687779,0.01720784,0.05515119,0.02597134,0.00952222
9/20/06,0.00947843,0.00192210,0.00687779,0.01601002,0.05684308,0.02522782,0.00878467
9/21/06,0.00947818,0.00192210,0.00687779,0.01471998,0.05849237,0.02442871,0.00802316
9/22/06,0.00947794,0.00192210,0.00687779,0.01352683,0.06009964,0.02370760,0.00711727
9/25/06,0.00952948,0.00192210,0.00687779,0.01230176,0.06164281,0.02296473,0.00619490
9/26/06,0.00952924,0.00192210,0.00687779,0.01118594,0.06306643,0.02226518,0.00523072
9/27/06,0.00947671,0.00192210,0.00687779,0.01007278,0.06419769,0.02153440,0.00418616
9/28/06,0.00947646,0.00000000,0.00687779,0.00900999,0.06524319,0.02075743,0.00321395
9/29/06,0.00947622,0.00025877,0.00687779,0.00802070,0.06610338,0.02006514,0.00213945
10/2/06,0.00952776,0.00025877,0.01901658,0.00716260,0.06679326,0.01931030,0.00116225
10/3/06,0.00952751,0.00025877,0.01205588,0.00633215,0.06729088,0.01859032,0.00016258
10/4/06,0.00947499,0.00025877,0.01205588,0.00566871,0.06765750,0.01789010,-0.00077999
10/5/06,0.00947475,0.00025877,0.01205588,0.00512179,0.06781621,0.01720685,-0.00173793
10/6/06,0.00947450,0.00025877,0.01205588,0.00455470,0.06768066,0.01648470,-0.00260843
10/9/06,0.00952603,0.00025877,0.01205588,0.00417395,0.06730996,0.01569225,-0.00343692
10/10/06,0.00952578,0.00025877,0.01205588,0.00379639,0.06674899,0.01489559,-0.00408826
10/11/06,0.00947328,0.00025877,0.01205588,0.00360467,0.06587919,0.01409182,-0.00464219
10/12/06,0.00947303,0.00025877,0.01205588,0.00347323,0.06505803,0.01336307,-0.00511473
10/13/06,0.00947279,0.00025877,0.01205588,0.00345909,0.06405961,0.01261999,-0.00552955
10/16/06,0.00952430,0.00025877,0.01205588,0.00360677,0.06300590,0.01194469,-0.00586321
10/17/06,0.00952406,0.00025877,0.01205588,0.00378034,0.06197490,0.01132970,-0.00609272
10/18/06,0.00947156,0.00025877,0.01205588,0.00410492,0.06084841,0.01076560,-0.00624133
10/19/06,0.00947131,0.00025877,0.01205588,0.00449979,0.05965933,0.01013132,-0.00624472
10/20/06,0.00947107,0.00025877,0.01205588,0.00497802,0.05841389,0.00952222,-0.00609537
10/23/06,0.00952258,0.00025877,0.01205588,0.00549245,0.05705972,0.00878467,-0.00576113
10/24/06,0.00952233,0.00025877,0.01205588,0.00595190,0.05557870,0.00802316,-0.00528841
10/25/06,0.00946984,0.00025877,0.01205588,0.00638775,0.05394292,0.00711727,-0.00460501
10/26/06,0.00946960,0.00025877,0.01205588,0.00675335,0.05239438,0.00619490,-0.00378261
10/27/06,0.00946935,0.00000000,0.01205588,0.00705927,0.05065464,0.00523072,-0.00286946
10/30/06,0.00952085,0.00083483,0.01205588,0.00727143,0.04899472,0.00418616,-0.00185823
10/31/06,0.00952061,0.00083483,0.01205588,0.00741322,0.04721355,0.00321395,-0.00083706
11/1/06,0.00946813,0.00083483,0.01205588,0.00755238,0.04546488,0.00213945,0.00028980
11/2/06,0.00946788,0.00083483,0.01205588,0.00763175,0.04379327,0.00116225,0.00140307
11/3/06,0.00946764,0.00083483,0.01205588,0.00771083,0.04213579,0.00016258,0.00267679
11/6/06,0.00951913,0.00083483,0.01205588,0.00781351,0.04063016,-0.00077999,0.00399164
11/7/06,0.00951888,0.00083483,0.01205588,0.00785806,0.03916651,-0.00173793,0.00534192
11/8/06,0.00946642,0.00083483,0.01205588,0.00799413,0.03787461,-0.00260843,0.00671796
11/9/06,0.00946617,0.00083483,0.01205588,0.00801516,0.03663227,-0.00343692,0.00810370
11/10/06,0.00946593,0.00083483,0.01205588,0.00811693,0.03556405,-0.00408826,0.00944957
