Date,Inflation 1yr,Total Jobs 30d,GNP 90d,XLK 30d,SPY 30d,XLY 30d,XLY next 30d
3/8/06,0.00952678,0.00337997,0.02002299,0.01321507,0.01264990,0.00661292,0.00636547
3/9/06,0.00952654,0.00337997,0.02002299,0.01383996,0.01327415,0.00695179,0.00623688
3/10/06,0.00952629,0.00337997,0.02002299,0.01443939,0.01382768,0.00728319,0.00613805
3/13/06,0.00957810,0.00337997,0.02002299,0.01496369,0.01431210,0.00758447,0.00607117
3/14/06,0.00957785,0.00337997,0.02002299,0.01536410,0.01464936,0.00783761,0.00597613
3/15/06,0.00952505,0.00337997,0.02002299,0.01560518,0.01482395,0.00796532,0.00604407
3/16/06,0.00952480,0.00337997,0.02002299,0.01569601,0.01486431,0.00802741,0.00606660
3/17/06,0.00952455,0.00337997,0.02002299,0.01572404,0.01476385,0.00797876,0.00613649
3/20/06,0.00957635,0.00337997,0.02002299,0.01567570,0.01457103,0.00789671,0.00616796
3/21/06,0.00957610,0.00337997,0.02002299,0.01548249,0.01429870,0.00775310,0.00626067
3/22/06,0.00952331,0.00337997,0.02002299,0.01534938,0.01401487,0.00763264,0.00631480
3/23/06,0.00952307,0.00337997,0.02002299,0.01512026,0.01364854,0.00741873,0.00643888
3/24/06,0.00952282,0.00337997,0.02002299,0.01486674,0.01330168,0.00729686,0.00639526
3/27/06,0.00957461,0.00000000,0.02002299,0.01467181,0.01297200,0.00712776,0.00644957
3/28/06,0.00949556,0.00000000,0.02002299,0.01425108,0.01264326,0.00698315,0.00643260
3/29/06,0.00949532,0.00000000,0.02002299,0.01393995,0.01235571,0.00688647,0.00637703
3/30/06,0.00949507,0.00138998,0.02002299,0.01354307,0.01206371,0.00677398,0.00623086
3/31/06,0.00949482,0.00138998,0.02002299,0.01306330,0.01180108,0.00673892,0.00599206
4/3/06,0.00954660,0.00138998,0.03086043,0.01259541,0.01150995,0.00668091,0.00563687
4/4/06,0.00949384,0.00138998,0.03086043,0.01199524,0.01121839,0.00667708,0.00514121
4/5/06,0.00949359,0.00138998,0.01062470,0.01131236,0.01086447,0.00665021,0.00450520
4/6/06,0.00949334,0.00138998,0.01062470,0.01050885,0.01049436,0.00660746,0.00370658
4/7/06,0.00949310,0.00138998,0.01062470,0.00955063,0.01006600,0.00651715,0.00276799
4/10/06,0.00954486,0.00138998,0.01062470,0.00847275,0.00962961,0.00636547,0.00170505
4/11/06,0.00949211,0.00138998,0.01062470,0.00722986,0.00916236,0.00623688,0.00063810
4/12/06,0.00949186,0.00138998,0.01062470,0.00596271,0.00877944,0.00613805,-0.00059971
4/13/06,0.00949161,0.00138998,0.01062470,0.00458807,0.00842781,0.00607117,-0.00191459
4/17/06,0.00956938,0.00138998,0.01062470,0.00301385,0.00803084,0.00597613,-0.00319910
4/18/06,0.00956913,0.00138998,0.01062470,0.00142864,0.00775005,0.00604407,-0.00450001
4/19/06,0.00951638,0.00138998,0.01062470,-0.00030981,0.00745248,0.00606660,-0.00582289
4/20/06,0.00951613,0.00138998,0.01062470,-0.00213181,0.00708750,0.00613649,-0.00711368
4/21/06,0.00951589,0.00138998,0.01062470,-0.00421387,0.00664576,0.00616796,-0.00837263
4/24/06,0.00956764,0.00138998,0.01062470,-0.00630943,0.00621511,0.00626067,-0.00972077
4/25/06,0.00956739,0.00138998,0.01062470,-0.00856014,0.00571181,0.00631480,-0.01094123
4/26/06,0.00951465,0.00138998,0.01062470,-0.01095015,0.00518287,0.00643888,-0.01222264
4/27/06,0.00951440,0.00138998,0.01062470,-0.01335285,0.00452741,0.00639526,-0.01337294
4/28/06,0.00951415,0.00128220,0.01062470,-0.01592078,0.00390849,0.00644957,-0.01455917
5/1/06,0.00956590,0.00128220,0.01062470,-0.01840795,0.00316429,0.00643260,-0.01571526
5/2/06,0.00956565,0.00128220,0.01062470,-0.02094358,0.00241505,0.00637703,-0.01684886
5/3/06,0.00951292,0.00128220,0.01062470,-0.02354776,0.00150725,0.00623086,-0.01787684
5/4/06,0.00951267,0.00128220,0.01062470,-0.02612865,0.00056345,0.00599206,-0.01875343
5/5/06,0.00951242,0.00128220,0.01062470,-0.02879378,-0.00048570,0.00563687,-0.01947717
5/8/06,0.00956416,0.00128220,0.01062470,-0.03148474,-0.00166571,0.00514121,-0.01999591
5/9/06,0.00956391,0.00128220,0.01062470,-0.03413587,-0.00292146,0.00450520,-0.02037640
5/10/06,0.00951119,0.00128220,0.01062470,-0.03688485,-0.00435667,0.00370658,-0.02060841
5/11/06,0.00951094,0.00128220,0.01062470,-0.03948914,-0.00588892,0.00276799,-0.02065467
5/12/06,0.00951069,0.00128220,0.01062470,-0.04206441,-0.00751471,0.00170505,-0.02056437
5/15/06,0.00956242,0.00128220,0.01062470,-0.04439201,-0.00915205,0.00063810,-0.02042753
5/16/06,0.00956217,0.00128220,0.01062470,-0.04659913,-0.01087899,-0.00059971,-0.02033461
5/17/06,0.00950946,0.00128220,0.01062470,-0.04871428,-0.01268434,-0.00191459,-0.02024038
5/18/06,0.00950921,0.00128220,0.01062470,-0.05050884,-0.01437748,-0.00319910,-0.02001265
5/19/06,0.00950896,0.00128220,0.01062470,-0.05201902,-0.01596655,-0.00450001,-0.01998389
5/22/06,0.00956068,0.00128220,0.01062470,-0.05331329,-0.01751060,-0.00582289,-0.01996870
5/23/06,0.00956043,0.00128220,0.01062470,-0.05440422,-0.01891408,-0.00711368,-0.01991798
5/24/06,0.00950773,0.00128220,0.01062470,-0.05513287,-0.02014590,-0.00837263,-0.01988452
5/25/06,0.00950748,0.00128220,0.01062470,-0.05574883,-0.02135841,-0.00972077,-0.01984925
5/26/06,0.00950723,0.00000000,0.01062470,-0.05607613,-0.02239344,-0.01094123,-0.01990402
5/30/06,0.00958491,0.00202693,0.01062470,-0.05621593,-0.02340249,-0.01222264,-0.01996820
5/31/06,0.00958467,0.00202693,0.01062470,-0.05618361,-0.02424776,-0.01337294,-0.02002990
6/1/06,0.00950575,0.00202693,0.01062470,-0.05584406,-0.02502603,-0.01455917,-0.02016193
6/2/06,0.00950551,0.00202693,0.01062470,-0.05549152,-0.02566442,-0.01571526,-0.02028536
6/5/06,0.00955720,0.00202693,0.01062470,-0.05493198,-0.02625108,-0.01684886,-0.02047744
6/6/06,0.00955695,0.00202693,0.01062470,-0.05415926,-0.02663118,-0.01787684,-0.02071686
6/7/06,0.00950427,0.00202693,0.01062470,-0.05325027,-0.02682100,-0.01875343,-0.02099143
6/8/06,0.00950403,0.00202693,0.01062470,-0.05202253,-0.02679288,-0.01947717,-0.02132476
6/9/06,0.00950378,0.00202693,0.01062470,-0.05053742,-0.02650956,-0.01999591,-0.02169050
6/12/06,0.00955546,0.00202693,0.01062470,-0.04896303,-0.02602118,-0.02037640,-0.02203076
6/13/06,0.00955522,0.00202693,0.01062470,-0.04708053,-0.02527221,-0.02060841,-0.02220060
6/14/06,0.00950254,0.00202693,0.01062470,-0.04513044,-0.02431928,-0.02065467,-0.02229761
6/15/06,0.00950230,0.00202693,0.01062470,-0.04310480,-0.02311471,-0.02056437,-0.02216737
6/16/06,0.00950205,0.00202693,0.01062470,-0.04107860,-0.02177525,-0.02042753,-0.02196303
6/19/06,0.00955373,0.00202693,0.01062470,-0.03924597,-0.02043966,-0.02033461,-0.02161666
6/20/06,0.00955348,0.00202693,0.01062470,-0.03749675,-0.01899736,-0.02024038,-0.02096314
6/21/06,0.00950082,0.00202693,0.01062470,-0.03577860,-0.01741674,-0.02001265,-0.02034574
6/22/06,0.00950057,0.00202693,0.01062470,-0.03428886,-0.01595570,-0.01998389,-0.01958347
6/23/06,0.00950032,0.00202693,0.01062470,-0.03303744,-0.01450511,-0.01996870,-0.01866836
6/26/06,0.00955199,0.00202693,0.01062470,-0.03174629,-0.01298678,-0.01991798,-0.01769420
6/27/06,0.00955174,0.00000000,0.01062470,-0.03056166,-0.01145809,-0.01988452,-0.01660766
6/28/06,0.00949909,0.00000000,0.01062470,-0.02943200,-0.00990920,-0.01984925,-0.01543898
6/29/06,0.00949885,0.00073664,0.01062470,-0.02848259,-0.00837809,-0.01990402,-0.01404458
6/30/06,0.00949860,0.00073664,0.01062470,-0.02766586,-0.00685831,-0.01996820,-0.01250981
7/3/06,0.00955026,0.00073664,0.01757556,-0.02682720,-0.00532390,-0.02002990,-0.01092827
7/5/06,0.00957596,0.00073664,0.00687779,-0.02626458,-0.00386008,-0.02016193,-0.00915987
7/6/06,0.00949712,0.00073664,0.00687779,-0.02564899,-0.00241263,-0.02028536,-0.00725931
7/7/06,0.00949687,0.00073664,0.00687779,-0.02517255,-0.00103210,-0.02047744,-0.00517567
7/10/06,0.00954852,0.00073664,0.00687779,-0.02475610,0.00025370,-0.02071686,-0.00275819
7/11/06,0.00954827,0.00073664,0.00687779,-0.02440361,0.00146822,-0.02099143,-0.00028206
7/12/06,0.00949564,0.00073664,0.00687779,-0.02410333,0.00256225,-0.02132476,0.00223772
7/13/06,0.00949540,0.00073664,0.00687779,-0.02396555,0.00349435,-0.02169050,0.00482045
7/14/06,0.00949515,0.00073664,0.00687779,-0.02368393,0.00439757,-0.02203076,0.00730413
7/17/06,0.00954679,0.00073664,0.00687779,-0.02328623,0.00524823,-0.02220060,0.00965279
7/18/06,0.00954654,0.00073664,0.00687779,-0.02283159,0.00609043,-0.02229761,0.01197557
7/19/06,0.00949392,0.00073664,0.00687779,-0.02202525,0.00698466,-0.02216737,0.01403862
7/20/06,0.00949367,0.00073664,0.00687779,-0.02113452,0.00778200,-0.02196303,0.01601912
7/21/06,0.00949343,0.00073664,0.00687779,-0.01988618,0.00861179,-0.02161666,0.01813440
7/24/06,0.00954505,0.00073664,0.00687779,-0.01839512,0.00954147,-0.02096314,0.02021434
7/25/06,0.00954481,0.00073664,0.00687779,-0.01663571,0.01035792,-0.02034574,0.02230284
7/26/06,0.00949219,0.00073664,0.00687779,-0.01468616,0.01118469,-0.01958347,0.02448088
7/27/06,0.00949195,0.00073664,0.00687779,-0.01256933,0.01197554,-0.01866836,0.02668216
7/28/06,0.00949170,0.00109629,0.00687779,-0.01024895,0.01272240,-0.01769420,0.02893098
7/31/06,0.00954332,0.00109629,0.00687779,-0.00776625,0.01338507,-0.01660766,0.03115035
8/1/06,0.00954307,0.00109629,0.00687779,-0.00518282,0.01402610,-0.01543898,0.03343700
8/2/06,0.00949047,0.00109629,0.00687779,-0.00228771,0.01470987,-0.01404458,0.03569453
8/3/06,0.00949023,0.00109629,0.00687779,0.00092072,0.01541592,-0.01250981,0.03793763
8/4/06,0.00948998,0.00109629,0.00687779,0.00416953,0.01607331,-0.01092827,0.04025532
8/7/06,0.00954159,0.00109629,0.00687779,0.00777295,0.01678092,-0.00915987,0.04255574
8/8/06,0.00954134,0.00109629,0.00687779,0.01141391,0.01750047,-0.00725931,0.04463552
8/9/06,0.00948875,0.00109629,0.00687779,0.01529064,0.01825974,-0.00517567,0.04679140
8/10/06,0.00948850,0.00109629,0.00687779,0.01936166,0.01916406,-0.00275819,0.04859441
8/11/06,0.00948826,0.00109629,0.00687779,0.02343065,0.02005287,-0.00028206,0.05026226
8/14/06,0.00953986,0.00109629,0.00687779,0.02749175,0.02091243,0.00223772,0.05193075
8/15/06,0.00953961,0.00109629,0.00687779,0.03153017,0.02178430,0.00482045,0.05352800
8/16/06,0.00948703,0.00109629,0.00687779,0.03546281,0.02255913,0.00730413,0.05515119
8/17/06,0.00948678,0.00109629,0.00687779,0.03902833,0.02318330,0.00965279,0.05684308
8/18/06,0.00948654,0.00109629,0.00687779,0.04255852,0.02378083,0.01197557,0.05849237
8/21/06,0.00953813,0.00109629,0.00687779,0.04556630,0.02411463,0.01403862,0.06009964
8/22/06,0.00953788,0.00109629,0.00687779,0.04841451,0.02437699,0.01601912,0.06164281
8/23/06,0.00948531,0.00109629,0.00687779,0.05104170,0.02463615,0.01813440,0.06306643
8/24/06,0.00948506,0.00109629,0.00687779,0.05341297,0.02481478,0.02021434,0.06419769
8/25/06,0.00948481,0.00000000,0.00687779,0.05553038,0.02496432,0.02230284,0.06524319
8/28/06,0.00953640,0.00000000,0.00687779,0.05746914,0.02510898,0.02448088,0.06610338
8/29/06,0.00953615,0.00000000,0.00687779,0.05919517,0.02528022,0.02668216,0.06679326
8/30/06,0.00948359,0.00192210,0.00687779,0.06072138,0.02543822,0.02893098,0.06729088
8/31/06,0.00948334,0.00192210,0.00687779,0.06188203,0.02556063,0.03115035,0.06765750
9/1/06,0.00948309,0.00192210,0.00687779,0.06290250,0.02574182,0.03343700,0.06781621
9/5/06,0.00956058,0.00192210,0.00687779,0.06362895,0.02587123,0.03569453,0.06768066
9/6/06,0.00956033,0.00192210,0.00687779,0.06403234,0.02596879,0.03793763,0.06730996
9/7/06,0.00948162,0.00192210,0.00687779,0.06432859,0.02610224,0.04025532,0.06674899
9/8/06,0.00948137,0.00192210,0.00687779,0.06439710,0.02624966,0.04255574,0.06587919
9/11/06,0.00953294,0.00192210,0.00687779,0.06416680,0.02633540,0.04463552,0.06505803
9/12/06,0.00953269,0.00192210,0.00687779,0.06392714,0.02647329,0.04679140,0.06405961
9/13/06,0.00948015,0.00192210,0.00687779,0.06328211,0.02648929,0.04859441,0.06300590
9/14/06,0.00947990,0.00192210,0.00687779,0.06246426,0.02645843,0.05026226,0.06197490
9/15/06,0.00947966,0.00192210,0.00687779,0.06158664,0.02644984,0.05193075,0.06084841
9/18/06,0.00953121,0.00192210,0.00687779,0.06071658,0.02649990,0.05352800,0.05965933
9/19/06,0.00953096,0.00192210,0.00687779,0.05975815,0.02656848,0.05515119,0.05841389
9/20/06,0.00947843,0.00192210,0.00687779,0.05896714,0.02680083,0.05684308,0.05705972
9/21/06,0.00947818,0.00192210,0.00687779,0.05812795,0.02705226,0.05849237,0.05557870
9/22/06,0.00947794,0.00192210,0.00687779,0.05724589,0.02740183,0.06009964,0.05394292
9/25/06,0.00952948,0.00192210,0.00687779,0.05652308,0.02784689,0.06164281,0.05239438
9/26/06,0.00952924,0.00192210,0.00687779,0.05574224,0.02831929,0.06306643,0.05065464
9/27/06,0.00947671,0.00192210,0.00687779,0.05480120,0.02874436,0.06419769,0.04899472
9/28/06,0.00947646,0.00000000,0.00687779,0.05396804,0.02920651,0.06524319,0.04721355
9/29/06,0.00947622,0.00025877,0.00687779,0.05312913,0.02966741,0.06610338,0.04546488
10/2/06,0.00952776,0.00025877,0.01901658,0.05236135,0.03008500,0.06679326,0.04379327
10/3/06,0.00952751,0.00025877,0.01205588,0.05153584,0.03048797,0.06729088,0.04213579
10/4/06,0.00947499,0.00025877,0.01205588,0.05084736,0.03091048,0.06765750,0.04063016
10/5/06,0.00947475,0.00025877,0.01205588,0.05021309,0.03131299,0.06781621,0.03916651
10/6/06,0.00947450,0.00025877,0.01205588,0.04942030,0.03160461,0.06768066,0.03787461
10/9/06,0.00952603,0.00025877,0.01205588,0.04865612,0.03186409,0.06730996,0.03663227
10/10/06,0.00952578,0.00025877,0.01205588,0.04786099,0.03203949,0.06674899,0.03556405
10/11/06,0.00947328,0.00025877,0.01205588,0.04695657,0.03211277,0.06587919,0.03458518
10/12/06,0.00947303,0.00025877,0.01205588,0.04618407,0.03219149,0.06505803,0.03366402
10/13/06,0.00947279,0.00025877,0.01205588,0.04534325,0.03219246,0.06405961,0.03274907
10/16/06,0.00952430,0.00025877,0.01205588,0.04453496,0.03216785,0.06300590,0.03184735
10/17/06,0.00952406,0.00025877,0.01205588,0.04381828,0.03212014,0.06197490,0.03092170
10/18/06,0.00947156,0.00025877,0.01205588,0.04312998,0.03206776,0.06084841,0.02995054
10/19/06,0.00947131,0.00025877,0.01205588,0.04244485,0.03195126,0.05965933,0.02899099
10/20/06,0.00947107,0.00025877,0.01205588,0.04178824,0.03180904,0.05841389,0.02805103
10/23/06,0.00952258,0.00025877,0.01205588,0.04114596,0.03157493,0.05705972,0.02722124
10/24/06,0.00952233,0.00025877,0.01205588,0.04037328,0.03122328,0.05557870,0.02641125
10/25/06,0.00946984,0.00025877,0.01205588,0.03963516,0.03074996,0.05394292,0.02581387
10/26/06,0.00946960,0.00025877,0.01205588,0.03901960,0.03027775,0.05239438,0.02528978
10/27/06,0.00946935,0.00000000,0.01205588,0.03827422,0.02969864,0.05065464,0.02491906
10/30/06,0.00952085,0.00083483,0.01205588,0.03760682,0.02909841,0.04899472,0.02455269
10/31/06,0.00952061,0.00083483,0.01205588,0.03694311,0.02848545,0.04721355,0.02427427
11/1/06,0.00946813,0.00083483,0.01205588,0.03629285,0.02785387,0.04546488,0.02404685
11/2/06,0.00946788,0.00083483,0.01205588,0.03563249,0.02726721,0.04379327,0.02370737
11/3/06,0.00946764,0.00083483,0.01205588,0.03498843,0.02668143,0.04213579,0.02342323
11/6/06,0.00951913,0.00083483,0.01205588,0.03442111,0.02615227,0.04063016,0.02306860
11/7/06,0.00951888,0.00083483,0.01205588,0.03382048,0.02559662,0.03916651,0.02279178
11/8/06,0.00946642,0.00083483,0.01205588,0.03333105,0.02511722,0.03787461,0.02241855
11/9/06,0.00946617,0.00083483,0.01205588,0.03285769,0.02462818,0.03663227,0.02215767
11/10/06,0.00946593,0.00083483,0.01205588,0.03236533,0.02419651,0.03556405,0.02186959
11/13/06,0.00951741,0.00083483,0.01205588,0.03199342,0.02383293,0.03458518,0.02157640
