Date,Total Jobs 30d,XLF 30d,VNQ 30d,GDP 1yr,Inflation 1yr,XLI 30d,XLI next 30d
11/1/05,0.00139404,0.03735068,-0.00533293,0.06670467,0.00953202,0.01077252,0.04235862
11/2/05,0.00139404,0.04059715,-0.00154459,0.06670467,0.00953177,0.01309077,0.04141154
11/3/05,0.00139404,0.04371897,0.00236580,0.06670467,0.00953152,0.01552628,0.04022106
11/4/05,0.00139404,0.04669393,0.00644516,0.06670467,0.00953127,0.01790815,0.03905183
11/7/05,0.00139404,0.04952719,0.01080606,0.06670467,0.00958325,0.02042496,0.03769004
11/8/05,0.00139404,0.05213516,0.01507202,0.06670467,0.00953028,0.02288380,0.03625728
11/9/05,0.00139404,0.05438099,0.01926669,0.06670467,0.00953003,0.02528442,0.03476491
11/10/05,0.00139404,0.05643311,0.02340394,0.06670467,0.00952978,0.02768393,0.03313040
11/11/05,0.00139404,0.05801480,0.02716164,0.06670467,0.00952953,0.02995589,0.03150237
11/14/05,0.00139404,0.05928330,0.03059590,0.06670467,0.00958150,0.03213548,0.02968980
11/15/05,0.00139404,0.06021281,0.03386088,0.06670467,0.00952853,0.03419558,0.02781077
11/16/05,0.00139404,0.06077328,0.03669937,0.06670467,0.00952829,0.03610824,0.02597514
11/17/05,0.00139404,0.06103362,0.03932425,0.06670467,0.00952804,0.03788078,0.02408513
11/18/05,0.00139404,0.06102297,0.04163674,0.06670467,0.00952779,0.03954291,0.02225020
11/21/05,0.00139404,0.06051195,0.04351207,0.06670467,0.00957974,0.04091595,0.02049711
11/22/05,0.00139404,0.05979594,0.04511969,0.06670467,0.00952679,0.04205227,0.01877265
11/23/05,0.00139404,0.05872932,0.04637597,0.06670467,0.00952654,0.04301203,0.01719292
11/25/05,0.00139404,0.05738881,0.04735883,0.06670467,0.00955240,0.04374267,0.01572837
11/28/05,0.00000000,0.05571434,0.04790947,0.06670467,0.00957799,0.04416809,0.01428174
11/29/05,0.00306183,0.05380902,0.04815158,0.06670467,0.00952505,0.04430963,0.01298673
11/30/05,0.00306183,0.05174814,0.04821334,0.06670467,0.00952480,0.04419571,0.01184135
12/1/05,0.00306183,0.04951271,0.04805877,0.06670467,0.00952456,0.04389495,0.01065669
12/2/05,0.00306183,0.04719488,0.04751439,0.06670467,0.00952431,0.04320896,0.00958443
12/5/05,0.00306183,0.04475167,0.04685923,0.06670467,0.00957625,0.04235862,0.00860473
12/6/05,0.00306183,0.04232334,0.04595413,0.06670467,0.00952331,0.04141154,0.00753795
12/7/05,0.00306183,0.03985380,0.04480924,0.06670467,0.00952306,0.04022106,0.00656278
12/8/05,0.00306183,0.03753627,0.04359417,0.06670467,0.00952282,0.03905183,0.00557954
12/9/05,0.00306183,0.03519135,0.04215947,0.06670467,0.00952257,0.03769004,0.00470505
12/12/05,0.00306183,0.03292861,0.04058838,0.06670467,0.00957450,0.03625728,0.00393085
12/13/05,0.00306183,0.03077490,0.03902553,0.06670467,0.00952157,0.03476491,0.00322201
12/14/05,0.00306183,0.02870409,0.03744577,0.06670467,0.00952133,0.03313040,0.00276358
12/15/05,0.00306183,0.02672659,0.03592499,0.06670467,0.00952108,0.03150237,0.00239595
12/16/05,0.00306183,0.02478736,0.03451184,0.06670467,0.00952083,0.02968980,0.00224507
12/19/05,0.00306183,0.02293566,0.03312471,0.06670467,0.00957275,0.02781077,0.00228474
12/20/05,0.00306183,0.02117218,0.03196699,0.06670467,0.00951984,0.02597514,0.00249472
12/21/05,0.00306183,0.01945348,0.03088127,0.06670467,0.00951959,0.02408513,0.00279666
12/22/05,0.00306183,0.01785203,0.02998614,0.06670467,0.00951934,0.02225020,0.00326884
12/23/05,0.00306183,0.01641371,0.02938096,0.06670467,0.00951909,0.02049711,0.00378671
12/27/05,0.00306183,0.01506033,0.02893449,0.06670467,0.00951810,0.01877265,0.00437829
12/28/05,0.00000000,0.01397736,0.02886237,0.06670467,0.00951785,0.01719292,0.00511216
12/29/05,0.00000000,0.01302138,0.02898229,0.06670467,0.00951760,0.01572837,0.00583754
12/30/05,0.00241850,0.01219373,0.02933338,0.06670467,0.00951735,0.01428174,0.00669696
1/3/06,0.00241850,0.01155544,0.02995137,0.12879629,0.00959533,0.01298673,0.00767288
1/4/06,0.00241850,0.01089928,0.03070227,0.05820881,0.00954243,0.01184135,0.00872026
1/5/06,0.00241850,0.01024751,0.03145336,0.05820881,0.00954218,0.01065669,0.00991194
1/6/06,0.00241850,0.00963889,0.03222557,0.05820881,0.00954194,0.00958443,0.01127415
1/9/06,0.00241850,0.00893401,0.03298978,0.05820881,0.00959383,0.00860473,0.01279673
1/10/06,0.00241850,0.00813212,0.03362851,0.05820881,0.00959358,0.00753795,0.01440361
1/11/06,0.00241850,0.00726641,0.03421067,0.05820881,0.00954069,0.00656278,0.01614605
1/12/06,0.00241850,0.00630194,0.03475344,0.05820881,0.00954044,0.00557954,0.01792645
1/13/06,0.00241850,0.00534696,0.03527524,0.05820881,0.00954019,0.00470505,0.01971618
1/17/06,0.00241850,0.00435961,0.03585193,0.05820881,0.00961814,0.00393085,0.02153886
1/18/06,0.00241850,0.00340523,0.03643859,0.05820881,0.00961789,0.00322201,0.02329036
1/19/06,0.00241850,0.00253740,0.03706775,0.05820881,0.00953870,0.00276358,0.02490473
1/20/06,0.00241850,0.00179913,0.03769388,0.05820881,0.00953845,0.00239595,0.02647819
1/23/06,0.00241850,0.00118282,0.03824308,0.05820881,0.00959033,0.00224507,0.02782487
1/24/06,0.00241850,0.00077322,0.03878508,0.05820881,0.00959008,0.00228474,0.02918334
1/25/06,0.00241850,0.00043158,0.03920631,0.05820881,0.00953721,0.00249472,0.03032350
1/26/06,0.00241850,0.00023301,0.03950123,0.05820881,0.00953696,0.00279666,0.03145807
1/27/06,0.00241850,0.00012174,0.03973749,0.05820881,0.00953671,0.00326884,0.03250736
1/30/06,0.00547533,0.00000075,0.03968153,0.05820881,0.00958858,0.00378671,0.03349888
1/31/06,0.00304945,-0.00007661,0.03946955,0.05820881,0.00958833,0.00437829,0.03451340
2/1/06,0.00304945,-0.00014416,0.03910245,0.05820881,0.00953547,0.00511216,0.03543513
2/2/06,0.00304945,-0.00021166,0.03840080,0.05820881,0.00953522,0.00583754,0.03637992
2/3/06,0.00304945,-0.00016058,0.03769142,0.05820881,0.00953498,0.00669696,0.03718718
2/6/06,0.00304945,0.00001876,0.03695654,0.05820881,0.00958683,0.00767288,0.03796159
2/7/06,0.00304945,0.00029703,0.03621742,0.05820881,0.00958658,0.00872026,0.03857137
2/8/06,0.00304945,0.00082429,0.03552396,0.05820881,0.00953373,0.00991194,0.03903373
2/9/06,0.00304945,0.00153530,0.03506310,0.05820881,0.00953348,0.01127415,0.03935062
2/10/06,0.00304945,0.00244242,0.03485052,0.05820881,0.00953324,0.01279673,0.03949868
2/13/06,0.00304945,0.00355776,0.03486952,0.05820881,0.00958508,0.01440361,0.03951125
2/14/06,0.00304945,0.00488176,0.03511311,0.05820881,0.00958483,0.01614605,0.03944166
2/15/06,0.00304945,0.00637139,0.03546216,0.05820881,0.00953200,0.01792645,0.03926504
2/16/06,0.00304945,0.00787626,0.03585997,0.05820881,0.00953175,0.01971618,0.03914919
2/17/06,0.00304945,0.00951090,0.03632633,0.05820881,0.00953150,0.02153886,0.03886767
2/21/06,0.00304945,0.01099708,0.03670231,0.05820881,0.00960938,0.02329036,0.03861092
2/22/06,0.00304945,0.01246131,0.03705192,0.05820881,0.00960913,0.02490473,0.03835842
2/23/06,0.00304945,0.01370877,0.03728963,0.05820881,0.00953001,0.02647819,0.03806217
2/24/06,0.00304945,0.01482428,0.03761840,0.05820881,0.00952976,0.02782487,0.03788146
2/27/06,0.00643973,0.01580597,0.03797984,0.05820881,0.00958159,0.02918334,0.03759626
2/28/06,0.00337997,0.01660230,0.03828616,0.05820881,0.00958134,0.03032350,0.03734747
3/1/06,0.00337997,0.01737414,0.03879767,0.05820881,0.00952852,0.03145807,0.03711446
3/2/06,0.00337997,0.01803604,0.03925286,0.05820881,0.00952827,0.03250736,0.03680315
3/3/06,0.00337997,0.01871678,0.03973358,0.05820881,0.00952802,0.03349888,0.03647537
3/6/06,0.00337997,0.01932110,0.04046676,0.05820881,0.00957984,0.03451340,0.03609526
3/7/06,0.00337997,0.01990245,0.04103160,0.05820881,0.00957959,0.03543513,0.03572458
3/8/06,0.00337997,0.02037601,0.04161072,0.05820881,0.00952678,0.03637992,0.03529403
3/9/06,0.00337997,0.02078197,0.04213217,0.05820881,0.00952654,0.03718718,0.03487608
3/10/06,0.00337997,0.02100164,0.04247046,0.05820881,0.00952629,0.03796159,0.03448449
3/13/06,0.00337997,0.02102467,0.04253165,0.05820881,0.00957810,0.03857137,0.03413903
3/14/06,0.00337997,0.02093596,0.04226566,0.05820881,0.00957785,0.03903373,0.03371474
3/15/06,0.00337997,0.02054273,0.04166041,0.05820881,0.00952505,0.03935062,0.03340475
3/16/06,0.00337997,0.02001543,0.04065612,0.05820881,0.00952480,0.03949868,0.03302143
3/17/06,0.00337997,0.01927141,0.03928595,0.05820881,0.00952455,0.03951125,0.03254000
3/20/06,0.00337997,0.01843997,0.03756011,0.05820881,0.00957635,0.03944166,0.03192576
3/21/06,0.00337997,0.01744800,0.03560294,0.05820881,0.00957610,0.03926504,0.03130590
3/22/06,0.00337997,0.01646818,0.03352863,0.05820881,0.00952331,0.03914919,0.03049286
3/23/06,0.00337997,0.01537285,0.03125822,0.05820881,0.00952307,0.03886767,0.02971516
3/24/06,0.00337997,0.01439677,0.02896914,0.05820881,0.00952282,0.03861092,0.02871700
3/27/06,0.00000000,0.01345467,0.02650169,0.05820881,0.00957461,0.03835842,0.02776113
3/28/06,0.00000000,0.01268520,0.02398245,0.05820881,0.00949556,0.03806217,0.02670859
3/29/06,0.00000000,0.01198525,0.02132824,0.05820881,0.00949532,0.03788146,0.02558268
3/30/06,0.00138998,0.01144625,0.01834793,0.05820881,0.00949507,0.03759626,0.02419902
3/31/06,0.00138998,0.01101591,0.01539330,0.05820881,0.00949482,0.03734747,0.02279423
4/3/06,0.00138998,0.01060947,0.01223373,0.05820881,0.00954660,0.03711446,0.02112918
4/4/06,0.00138998,0.01035127,0.00900049,0.05820881,0.00949384,0.03680315,0.01926224
4/5/06,0.00138998,0.01003150,0.00582403,0.05820881,0.00949359,0.03647537,0.01718519
4/6/06,0.00138998,0.00983862,0.00258652,0.05820881,0.00949334,0.03609526,0.01481039
4/7/06,0.00138998,0.00963621,-0.00057255,0.05820881,0.00949310,0.03572458,0.01226690
4/10/06,0.00138998,0.00954128,-0.00362489,0.05820881,0.00954486,0.03529403,0.00947378
4/11/06,0.00138998,0.00950117,-0.00649552,0.05820881,0.00949211,0.03487608,0.00659444
4/12/06,0.00138998,0.00962957,-0.00909012,0.05820881,0.00949186,0.03448449,0.00358128
4/13/06,0.00138998,0.00991737,-0.01149575,0.05820881,0.00949161,0.03413903,0.00040467
4/17/06,0.00138998,0.01017852,-0.01363472,0.05820881,0.00956938,0.03371474,-0.00269174
4/18/06,0.00138998,0.01063183,-0.01540251,0.05820881,0.00956913,0.03340475,-0.00569456
4/19/06,0.00138998,0.01112791,-0.01692706,0.05820881,0.00951638,0.03302143,-0.00868199
4/20/06,0.00138998,0.01163611,-0.01830052,0.05820881,0.00951613,0.03254000,-0.01149301
4/21/06,0.00138998,0.01211319,-0.01952006,0.05820881,0.00951589,0.03192576,-0.01416028
4/24/06,0.00138998,0.01262163,-0.02058908,0.05820881,0.00956764,0.03130590,-0.01674033
4/25/06,0.00138998,0.01308734,-0.02148711,0.05820881,0.00956739,0.03049286,-0.01909479
4/26/06,0.00138998,0.01358368,-0.02225013,0.05820881,0.00951465,0.02971516,-0.02146008
4/27/06,0.00138998,0.01383102,-0.02297808,0.05820881,0.00951440,0.02871700,-0.02362219
4/28/06,0.00128220,0.01413806,-0.02343788,0.05820881,0.00951415,0.02776113,-0.02573293
5/1/06,0.00128220,0.01414863,-0.02363654,0.05820881,0.00956590,0.02670859,-0.02763922
5/2/06,0.00128220,0.01411408,-0.02364838,0.05820881,0.00956565,0.02558268,-0.02950423
5/3/06,0.00128220,0.01378691,-0.02331835,0.05820881,0.00951292,0.02419902,-0.03102136
5/4/06,0.00128220,0.01333155,-0.02285509,0.05820881,0.00951267,0.02279423,-0.03226961
5/5/06,0.00128220,0.01273884,-0.02218078,0.05820881,0.00951242,0.02112918,-0.03317549
5/8/06,0.00128220,0.01193492,-0.02147672,0.05820881,0.00956416,0.01926224,-0.03366936
5/9/06,0.00128220,0.01095354,-0.02070513,0.05820881,0.00956391,0.01718519,-0.03387323
5/10/06,0.00128220,0.00978337,-0.01995961,0.05820881,0.00951119,0.01481039,-0.03361049
5/11/06,0.00128220,0.00836406,-0.01925539,0.05820881,0.00951094,0.01226690,-0.03310959
5/12/06,0.00128220,0.00678705,-0.01860764,0.05820881,0.00951069,0.00947378,-0.03224559
5/15/06,0.00128220,0.00506304,-0.01784062,0.05820881,0.00956242,0.00659444,-0.03117893
5/16/06,0.00128220,0.00317166,-0.01724474,0.05820881,0.00956217,0.00358128,-0.03010448
5/17/06,0.00128220,0.00110363,-0.01671213,0.05820881,0.00950946,0.00040467,-0.02891711
5/18/06,0.00128220,-0.00099346,-0.01608566,0.05820881,0.00950921,-0.00269174,-0.02757527
5/19/06,0.00128220,-0.00300770,-0.01534961,0.05820881,0.00950896,-0.00569456,-0.02639825
5/22/06,0.00128220,-0.00510054,-0.01457194,0.05820881,0.00956068,-0.00868199,-0.02524049
5/23/06,0.00128220,-0.00710679,-0.01362206,0.05820881,0.00956043,-0.01149301,-0.02416828
5/24/06,0.00128220,-0.00901739,-0.01245418,0.05820881,0.00950773,-0.01416028,-0.02308605
5/25/06,0.00128220,-0.01103478,-0.01119555,0.05820881,0.00950748,-0.01674033,-0.02212183
5/26/06,0.00000000,-0.01280720,-0.00979924,0.05820881,0.00950723,-0.01909479,-0.02129216
5/30/06,0.00202693,-0.01464024,-0.00833244,0.05820881,0.00958491,-0.02146008,-0.02051932
5/31/06,0.00202693,-0.01628580,-0.00677002,0.05820881,0.00958467,-0.02362219,-0.01982224
6/1/06,0.00202693,-0.01785597,-0.00512412,0.05820881,0.00950575,-0.02573293,-0.01924795
6/2/06,0.00202693,-0.01925300,-0.00361933,0.05820881,0.00950551,-0.02763922,-0.01881218
6/5/06,0.00202693,-0.02059637,-0.00212469,0.05820881,0.00955720,-0.02950423,-0.01856491
6/6/06,0.00202693,-0.02172518,-0.00076893,0.05820881,0.00955695,-0.03102136,-0.01854134
6/7/06,0.00202693,-0.02263000,0.00077133,0.05820881,0.00950427,-0.03226961,-0.01872931
6/8/06,0.00202693,-0.02337178,0.00226355,0.05820881,0.00950403,-0.03317549,-0.01921310
6/9/06,0.00202693,-0.02390897,0.00396089,0.05820881,0.00950378,-0.03366936,-0.01999810
6/12/06,0.00202693,-0.02422261,0.00567407,0.05820881,0.00955546,-0.03387323,-0.02085539
6/13/06,0.00202693,-0.02430802,0.00749318,0.05820881,0.00955522,-0.03361049,-0.02185753
6/14/06,0.00202693,-0.02415491,0.00934488,0.05820881,0.00950254,-0.03310959,-0.02289386
6/15/06,0.00202693,-0.02366382,0.01149151,0.05820881,0.00950230,-0.03224559,-0.02388301
6/16/06,0.00202693,-0.02295540,0.01359418,0.05820881,0.00950205,-0.03117893,-0.02496224
6/19/06,0.00202693,-0.02209724,0.01567845,0.05820881,0.00955373,-0.03010448,-0.02589753
6/20/06,0.00202693,-0.02114784,0.01774965,0.05820881,0.00955348,-0.02891711,-0.02671779
6/21/06,0.00202693,-0.01992875,0.01996490,0.05820881,0.00950082,-0.02757527,-0.02748822
6/22/06,0.00202693,-0.01872667,0.02198336,0.05820881,0.00950057,-0.02639825,-0.02810966
6/23/06,0.00202693,-0.01750655,0.02384433,0.05820881,0.00950032,-0.02524049,-0.02866132
6/26/06,0.00202693,-0.01605671,0.02570624,0.05820881,0.00955199,-0.02416828,-0.02899631
6/27/06,0.00000000,-0.01461126,0.02751072,0.05820881,0.00955174,-0.02308605,-0.02924834
6/28/06,0.00000000,-0.01298163,0.02921626,0.05820881,0.00949909,-0.02212183,-0.02928227
6/29/06,0.00073664,-0.01131430,0.03088295,0.05820881,0.00949885,-0.02129216,-0.02909651
6/30/06,0.00073664,-0.00966106,0.03231213,0.05820881,0.00949860,-0.02051932,-0.02867412
7/3/06,0.00073664,-0.00789053,0.03377438,0.05820881,0.00955026,-0.01982224,-0.02811318
7/5/06,0.00073664,-0.00614609,0.03506499,0.05820881,0.00957596,-0.01924795,-0.02729821
7/6/06,0.00073664,-0.00435461,0.03631969,0.05820881,0.00949712,-0.01881218,-0.02626920
7/7/06,0.00073664,-0.00260882,0.03735614,0.05820881,0.00949687,-0.01856491,-0.02498877
7/10/06,0.00073664,-0.00083787,0.03842845,0.05820881,0.00954852,-0.01854134,-0.02327370
7/11/06,0.00073664,0.00088224,0.03921586,0.05820881,0.00954827,-0.01872931,-0.02136195
7/12/06,0.00073664,0.00261324,0.03992496,0.05820881,0.00949564,-0.01921310,-0.01925636
7/13/06,0.00073664,0.00422063,0.04042130,0.05820881,0.00949540,-0.01999810,-0.01696618
7/14/06,0.00073664,0.00592325,0.04080741,0.05820881,0.00949515,-0.02085539,-0.01460616
7/17/06,0.00073664,0.00752215,0.04102939,0.05820881,0.00954679,-0.02185753,-0.01229791
7/18/06,0.00073664,0.00913388,0.04123958,0.05820881,0.00954654,-0.02289386,-0.00995850
7/19/06,0.00073664,0.01071280,0.04132640,0.05820881,0.00949392,-0.02388301,-0.00784086
7/20/06,0.00073664,0.01212182,0.04124010,0.05820881,0.00949367,-0.02496224,-0.00564090
7/21/06,0.00073664,0.01345522,0.04101442,0.05820881,0.00949343,-0.02589753,-0.00346324
7/24/06,0.00073664,0.01478857,0.04083558,0.05820881,0.00954505,-0.02671779,-0.00130636
7/25/06,0.00073664,0.01601345,0.04049114,0.05820881,0.00954481,-0.02748822,0.00083083
7/26/06,0.00073664,0.01706629,0.03995594,0.05820881,0.00949219,-0.02810966,0.00295542
7/27/06,0.00073664,0.01807453,0.03937448,0.05820881,0.00949195,-0.02866132,0.00508472
7/28/06,0.00109629,0.01890811,0.03867103,0.05820881,0.00949170,-0.02899631,0.00715686
7/31/06,0.00109629,0.01958935,0.03778389,0.05820881,0.00954332,-0.02924834,0.00919647
8/1/06,0.00109629,0.02017127,0.03689352,0.05820881,0.00954307,-0.02928227,0.01122659
8/2/06,0.00109629,0.02067514,0.03589548,0.05820881,0.00949047,-0.02909651,0.01319568
8/3/06,0.00109629,0.02110412,0.03502977,0.05820881,0.00949023,-0.02867412,0.01510415
8/4/06,0.00109629,0.02144511,0.03413133,0.05820881,0.00948998,-0.02811318,0.01702988
8/7/06,0.00109629,0.02169932,0.03323886,0.05820881,0.00954159,-0.02729821,0.01891843
8/8/06,0.00109629,0.02192887,0.03240114,0.05820881,0.00954134,-0.02626920,0.02067294
8/9/06,0.00109629,0.02216767,0.03174884,0.05820881,0.00948875,-0.02498877,0.02241434
8/10/06,0.00109629,0.02248935,0.03129009,0.05820881,0.00948850,-0.02327370,0.02392174
8/11/06,0.00109629,0.02279983,0.03099993,0.05820881,0.00948826,-0.02136195,0.02532492
8/14/06,0.00109629,0.02298149,0.03081115,0.05820881,0.00953986,-0.01925636,0.02662812
8/15/06,0.00109629,0.02321397,0.03075928,0.05820881,0.00953961,-0.01696618,0.02802486
8/16/06,0.00109629,0.02325419,0.03072605,0.05820881,0.00948703,-0.01460616,0.02941134
8/17/06,0.00109629,0.02322909,0.03082372,0.05820881,0.00948678,-0.01229791,0.03093572
8/18/06,0.00109629,0.02321253,0.03101967,0.05820881,0.00948654,-0.00995850,0.03242222
8/21/06,0.00109629,0.02302639,0.03115834,0.05820881,0.00953813,-0.00784086,0.03404663
8/22/06,0.00109629,0.02287089,0.03134116,0.05820881,0.00953788,-0.00564090,0.03566800
8/23/06,0.00109629,0.02275658,0.03161496,0.05820881,0.00948531,-0.00346324,0.03725871
8/24/06,0.00109629,0.02270443,0.03192159,0.05820881,0.00948506,-0.00130636,0.03868809
8/25/06,0.00000000,0.02263279,0.03225408,0.05820881,0.00948481,0.00083083,0.04013741
8/28/06,0.00000000,0.02268872,0.03268057,0.05820881,0.00953640,0.00295542,0.04138139
8/29/06,0.00000000,0.02286088,0.03315246,0.05820881,0.00953615,0.00508472,0.04254868
8/30/06,0.00192210,0.02311776,0.03368281,0.05820881,0.00948359,0.00715686,0.04350290
8/31/06,0.00192210,0.02347942,0.03426116,0.05820881,0.00948334,0.00919647,0.04437413
9/1/06,0.00192210,0.02398631,0.03481035,0.05820881,0.00948309,0.01122659,0.04503846
9/5/06,0.00192210,0.02452475,0.03547501,0.05820881,0.00956058,0.01319568,0.04544319
9/6/06,0.00192210,0.02521946,0.03613461,0.05820881,0.00956033,0.01510415,0.04564996
9/7/06,0.00192210,0.02598698,0.03681171,0.05820881,0.00948162,0.01702988,0.04559336
9/8/06,0.00192210,0.02687828,0.03750303,0.05820881,0.00948137,0.01891843,0.04532372
9/11/06,0.00192210,0.02773756,0.03808113,0.05820881,0.00953294,0.02067294,0.04491526
9/12/06,0.00192210,0.02866585,0.03861529,0.05820881,0.00953269,0.02241434,0.04427268
9/13/06,0.00192210,0.02949699,0.03893126,0.05820881,0.00948015,0.02392174,0.04359540
9/14/06,0.00192210,0.03024232,0.03905178,0.05820881,0.00947990,0.02532492,0.04274714
9/15/06,0.00192210,0.03109013,0.03913802,0.05820881,0.00947966,0.02662812,0.04181634
9/18/06,0.00192210,0.03188515,0.03911613,0.05820881,0.00953121,0.02802486,0.04074820
9/19/06,0.00192210,0.03274193,0.03904679,0.05820881,0.00953096,0.02941134,0.03958829
9/20/06,0.00192210,0.03367069,0.03897158,0.05820881,0.00947843,0.03093572,0.03827461
9/21/06,0.00192210,0.03454509,0.03887228,0.05820881,0.00947818,0.03242222,0.03681363
9/22/06,0.00192210,0.03542867,0.03874750,0.05820881,0.00947794,0.03404663,0.03520755
9/25/06,0.00192210,0.03630924,0.03878383,0.05820881,0.00952948,0.03566800,0.03360704
9/26/06,0.00192210,0.03712552,0.03877881,0.05820881,0.00952924,0.03725871,0.03191931
9/27/06,0.00192210,0.03780395,0.03884113,0.05820881,0.00947671,0.03868809,0.03030812
9/28/06,0.00000000,0.03841740,0.03897035,0.05820881,0.00947646,0.04013741,0.02863833
9/29/06,0.00025877,0.03894549,0.03912492,0.05820881,0.00947622,0.04138139,0.02714267
10/2/06,0.00025877,0.03930652,0.03932725,0.05820881,0.00952776,0.04254868,0.02571244
10/3/06,0.00025877,0.03956046,0.03951067,0.05820881,0.00952751,0.04350290,0.02443360
10/4/06,0.00025877,0.03966913,0.03963369,0.05820881,0.00947499,0.04437413,0.02332846
10/5/06,0.00025877,0.03958950,0.03982776,0.05820881,0.00947475,0.04503846,0.02233757
10/6/06,0.00025877,0.03934371,0.03973949,0.05820881,0.00947450,0.04544319,0.02150256
10/9/06,0.00025877,0.03891035,0.03958665,0.05820881,0.00952603,0.04564996,0.02078029
10/10/06,0.00025877,0.03828452,0.03931548,0.05820881,0.00952578,0.04559336,0.02022811
10/11/06,0.00025877,0.03752395,0.03890153,0.05820881,0.00947328,0.04532372,0.01980467
10/12/06,0.00025877,0.03664522,0.03851142,0.05820881,0.00947303,0.04491526,0.01949862
10/13/06,0.00025877,0.03570680,0.03810769,0.05820881,0.00947279,0.04427268,0.01931068
10/16/06,0.00025877,0.03464130,0.03760729,0.05820881,0.00952430,0.04359540,0.01915008
10/17/06,0.00025877,0.03367813,0.03713480,0.05820881,0.00952406,0.04274714,0.01899202
10/18/06,0.00025877,0.03255036,0.03659415,0.05820881,0.00947156,0.04181634,0.01889175
10/19/06,0.00025877,0.03150507,0.03614183,0.05820881,0.00947131,0.04074820,0.01869688
10/20/06,0.00025877,0.03042378,0.03565496,0.05820881,0.00947107,0.03958829,0.01859864
10/23/06,0.00025877,0.02932611,0.03517495,0.05820881,0.00952258,0.03827461,0.01850816
10/24/06,0.00025877,0.02814527,0.03462467,0.05820881,0.00952233,0.03681363,0.01838031
10/25/06,0.00025877,0.02699028,0.03399920,0.05820881,0.00946984,0.03520755,0.01836780
10/26/06,0.00025877,0.02583001,0.03332313,0.05820881,0.00946960,0.03360704,0.01840313
10/27/06,0.00000000,0.02463491,0.03259220,0.05820881,0.00946935,0.03191931,0.01837566
10/30/06,0.00083483,0.02347378,0.03181642,0.05820881,0.00952085,0.03030812,0.01830721
10/31/06,0.00083483,0.02228974,0.03095294,0.05820881,0.00952061,0.02863833,0.01819891
11/1/06,0.00083483,0.02118684,0.03014377,0.05820881,0.00946813,0.02714267,0.01799280
11/2/06,0.00083483,0.02018625,0.02933314,0.05820881,0.00946788,0.02571244,0.01767946
11/3/06,0.00083483,0.01926900,0.02866299,0.05820881,0.00946764,0.02443360,0.01727573
11/6/06,0.00083483,0.01847374,0.02824886,0.05820881,0.00951913,0.02332846,0.01682240
11/7/06,0.00083483,0.01774248,0.02794554,0.05820881,0.00951888,0.02233757,0.01632803
11/8/06,0.00083483,0.01721805,0.02796447,0.05820881,0.00946642,0.02150256,0.01580172
11/9/06,0.00083483,0.01666023,0.02816436,0.05820881,0.00946617,0.02078029,0.01527654
11/10/06,0.00083483,0.01634690,0.02857195,0.05820881,0.00946593,0.02022811,0.01472805
11/13/06,0.00083483,0.01603708,0.02916696,0.05820881,0.00951741,0.01980467,0.01415009
11/14/06,0.00083483,0.01593120,0.02995402,0.05820881,0.00951716,0.01949862,0.01364396
