Date,Inflation 1yr,Total Jobs 30d,SPY 30d,XLF 30d,XLY 30d,XLP 30d,XLP next 30d
11/23/05,0.00952654,0.00139404,0.03903635,0.05872932,0.03899418,0.01809957,0.00618743
11/25/05,0.00955240,0.00139404,0.03937282,0.05738881,0.03904615,0.01808899,0.00544604
11/28/05,0.00957799,0.00000000,0.03938733,0.05571434,0.03872572,0.01796088,0.00470820
11/29/05,0.00952505,0.00306183,0.03912913,0.05380902,0.03803430,0.01776560,0.00401148
11/30/05,0.00952480,0.00306183,0.03869681,0.05174814,0.03708846,0.01750243,0.00339055
12/1/05,0.00952456,0.00306183,0.03802547,0.04951271,0.03594257,0.01722588,0.00264368
12/2/05,0.00952431,0.00306183,0.03710625,0.04719488,0.03444144,0.01676751,0.00194920
12/5/05,0.00957625,0.00306183,0.03607003,0.04475167,0.03282730,0.01635923,0.00127850
12/6/05,0.00952331,0.00306183,0.03490351,0.04232334,0.03108396,0.01587272,0.00040761
12/7/05,0.00952306,0.00306183,0.03362078,0.03985380,0.02928058,0.01536112,-0.00035063
12/8/05,0.00952282,0.00306183,0.03235577,0.03753627,0.02744449,0.01492617,-0.00126251
12/9/05,0.00952257,0.00306183,0.03103593,0.03519135,0.02559244,0.01437801,-0.00209913
12/12/05,0.00957450,0.00306183,0.02968196,0.03292861,0.02370769,0.01393544,-0.00293509
12/13/05,0.00952157,0.00306183,0.02831149,0.03077490,0.02182467,0.01345631,-0.00369360
12/14/05,0.00952133,0.00306183,0.02691989,0.02870409,0.01998176,0.01301659,-0.00432610
12/15/05,0.00952108,0.00306183,0.02554317,0.02672659,0.01813081,0.01244973,-0.00485590
12/16/05,0.00952083,0.00306183,0.02408581,0.02478736,0.01624105,0.01184654,-0.00516905
12/19/05,0.00957275,0.00306183,0.02268363,0.02293566,0.01435813,0.01120448,-0.00540267
12/20/05,0.00951984,0.00306183,0.02130543,0.02117218,0.01263322,0.01043344,-0.00541970
12/21/05,0.00951959,0.00306183,0.01994518,0.01945348,0.01086806,0.00961171,-0.00538291
12/22/05,0.00951934,0.00306183,0.01866993,0.01785203,0.00929224,0.00875151,-0.00518093
12/23/05,0.00951909,0.00306183,0.01755183,0.01641371,0.00786491,0.00789033,-0.00502761
12/27/05,0.00951810,0.00306183,0.01652624,0.01506033,0.00661155,0.00699338,-0.00475986
12/28/05,0.00951785,0.00000000,0.01569828,0.01397736,0.00557000,0.00618743,-0.00452925
12/29/05,0.00951760,0.00000000,0.01503378,0.01302138,0.00473745,0.00544604,-0.00422416
12/30/05,0.00951735,0.00241850,0.01440782,0.01219373,0.00402901,0.00470820,-0.00385612
1/3/06,0.00959533,0.00241850,0.01397954,0.01155544,0.00353141,0.00401148,-0.00338523
1/4/06,0.00954243,0.00241850,0.01361456,0.01089928,0.00325676,0.00339055,-0.00276243
1/5/06,0.00954218,0.00241850,0.01319506,0.01024751,0.00299301,0.00264368,-0.00208522
1/6/06,0.00954194,0.00241850,0.01288372,0.00963889,0.00285713,0.00194920,-0.00115308
1/9/06,0.00959383,0.00241850,0.01248459,0.00893401,0.00272319,0.00127850,-0.00021755
1/10/06,0.00959358,0.00241850,0.01201257,0.00813212,0.00260535,0.00040761,0.00095053
1/11/06,0.00954069,0.00241850,0.01149427,0.00726641,0.00243988,-0.00035063,0.00218531
1/12/06,0.00954044,0.00241850,0.01092799,0.00630194,0.00228881,-0.00126251,0.00352430
1/13/06,0.00954019,0.00241850,0.01032362,0.00534696,0.00214507,-0.00209913,0.00485293
1/17/06,0.00961814,0.00241850,0.00974582,0.00435961,0.00207941,-0.00293509,0.00620814
1/18/06,0.00961789,0.00241850,0.00914755,0.00340523,0.00203145,-0.00369360,0.00752678
1/19/06,0.00953870,0.00241850,0.00867598,0.00253740,0.00211646,-0.00432610,0.00879370
1/20/06,0.00953845,0.00241850,0.00817669,0.00179913,0.00221021,-0.00485590,0.00994593
1/23/06,0.00959033,0.00241850,0.00780996,0.00118282,0.00239232,-0.00516905,0.01095635
1/24/06,0.00959008,0.00241850,0.00750668,0.00077322,0.00269315,-0.00540267,0.01196403
1/25/06,0.00953721,0.00241850,0.00723348,0.00043158,0.00297087,-0.00541970,0.01280426
1/26/06,0.00953696,0.00241850,0.00695597,0.00023301,0.00325024,-0.00538291,0.01369407
1/27/06,0.00953671,0.00241850,0.00674854,0.00012174,0.00355977,-0.00518093,0.01446719
1/30/06,0.00958858,0.00547533,0.00643709,0.00000075,0.00374343,-0.00502761,0.01530392
1/31/06,0.00958833,0.00304945,0.00605590,-0.00007661,0.00387193,-0.00475986,0.01607629
2/1/06,0.00953547,0.00304945,0.00567330,-0.00014416,0.00393660,-0.00452925,0.01683625
2/2/06,0.00953522,0.00304945,0.00514677,-0.00021166,0.00388969,-0.00422416,0.01746866
2/3/06,0.00953498,0.00304945,0.00471209,-0.00016058,0.00377908,-0.00385612,0.01792011
2/6/06,0.00958683,0.00304945,0.00430161,0.00001876,0.00370598,-0.00338523,0.01821577
2/7/06,0.00958658,0.00304945,0.00392506,0.00029703,0.00354603,-0.00276243,0.01825107
2/8/06,0.00953373,0.00304945,0.00373863,0.00082429,0.00348719,-0.00208522,0.01807955
2/9/06,0.00953348,0.00304945,0.00365001,0.00153530,0.00344432,-0.00115308,0.01761061
2/10/06,0.00953324,0.00304945,0.00374337,0.00244242,0.00354301,-0.00021755,0.01700981
2/13/06,0.00958508,0.00304945,0.00397869,0.00355776,0.00369096,0.00095053,0.01614031
2/14/06,0.00958483,0.00304945,0.00440803,0.00488176,0.00396610,0.00218531,0.01523024
2/15/06,0.00953200,0.00304945,0.00491088,0.00637139,0.00421260,0.00352430,0.01402958
2/16/06,0.00953175,0.00304945,0.00550576,0.00787626,0.00452987,0.00485293,0.01286585
2/17/06,0.00953150,0.00304945,0.00613810,0.00951090,0.00482232,0.00620814,0.01147592
2/21/06,0.00960938,0.00304945,0.00678014,0.01099708,0.00506861,0.00752678,0.01018656
2/22/06,0.00960913,0.00304945,0.00737798,0.01246131,0.00530571,0.00879370,0.00876046
2/23/06,0.00953001,0.00304945,0.00794282,0.01370877,0.00544899,0.00994593,0.00736249
2/24/06,0.00952976,0.00304945,0.00844343,0.01482428,0.00557625,0.01095635,0.00603015
2/27/06,0.00958159,0.00643973,0.00895698,0.01580597,0.00570886,0.01196403,0.00471153
2/28/06,0.00958134,0.00337997,0.00936053,0.01660230,0.00572474,0.01280426,0.00334688
3/1/06,0.00952852,0.00337997,0.00985994,0.01737414,0.00581858,0.01369407,0.00202140
3/2/06,0.00952827,0.00337997,0.01031280,0.01803604,0.00586474,0.01446719,0.00067290
3/3/06,0.00952802,0.00337997,0.01081147,0.01871678,0.00594976,0.01530392,-0.00066177
3/6/06,0.00957984,0.00337997,0.01140700,0.01932110,0.00611264,0.01607629,-0.00192066
3/7/06,0.00957959,0.00337997,0.01199248,0.01990245,0.00634613,0.01683625,-0.00312680
3/8/06,0.00952678,0.00337997,0.01264990,0.02037601,0.00661292,0.01746866,-0.00417949
3/9/06,0.00952654,0.00337997,0.01327415,0.02078197,0.00695179,0.01792011,-0.00506552
3/10/06,0.00952629,0.00337997,0.01382768,0.02100164,0.00728319,0.01821577,-0.00560252
3/13/06,0.00957810,0.00337997,0.01431210,0.02102467,0.00758447,0.01825107,-0.00599944
3/14/06,0.00957785,0.00337997,0.01464936,0.02093596,0.00783761,0.01807955,-0.00622818
3/15/06,0.00952505,0.00337997,0.01482395,0.02054273,0.00796532,0.01761061,-0.00614328
3/16/06,0.00952480,0.00337997,0.01486431,0.02001543,0.00802741,0.01700981,-0.00594368
3/17/06,0.00952455,0.00337997,0.01476385,0.01927141,0.00797876,0.01614031,-0.00546966
3/20/06,0.00957635,0.00337997,0.01457103,0.01843997,0.00789671,0.01523024,-0.00496740
3/21/06,0.00957610,0.00337997,0.01429870,0.01744800,0.00775310,0.01402958,-0.00416466
3/22/06,0.00952331,0.00337997,0.01401487,0.01646818,0.00763264,0.01286585,-0.00333335
3/23/06,0.00952307,0.00337997,0.01364854,0.01537285,0.00741873,0.01147592,-0.00226257
3/24/06,0.00952282,0.00337997,0.01330168,0.01439677,0.00729686,0.01018656,-0.00128684
3/27/06,0.00957461,0.00000000,0.01297200,0.01345467,0.00712776,0.00876046,-0.00013547
3/28/06,0.00949556,0.00000000,0.01264326,0.01268520,0.00698315,0.00736249,0.00098021
3/29/06,0.00949532,0.00000000,0.01235571,0.01198525,0.00688647,0.00603015,0.00212233
3/30/06,0.00949507,0.00138998,0.01206371,0.01144625,0.00677398,0.00471153,0.00312969
3/31/06,0.00949482,0.00138998,0.01180108,0.01101591,0.00673892,0.00334688,0.00423695
4/3/06,0.00954660,0.00138998,0.01150995,0.01060947,0.00668091,0.00202140,0.00523200
4/4/06,0.00949384,0.00138998,0.01121839,0.01035127,0.00667708,0.00067290,0.00616565
4/5/06,0.00949359,0.00138998,0.01086447,0.01003150,0.00665021,-0.00066177,0.00702362
4/6/06,0.00949334,0.00138998,0.01049436,0.00983862,0.00660746,-0.00192066,0.00772934
4/7/06,0.00949310,0.00138998,0.01006600,0.00963621,0.00651715,-0.00312680,0.00831943
4/10/06,0.00954486,0.00138998,0.00962961,0.00954128,0.00636547,-0.00417949,0.00868187
4/11/06,0.00949211,0.00138998,0.00916236,0.00950117,0.00623688,-0.00506552,0.00901619
4/12/06,0.00949186,0.00138998,0.00877944,0.00962957,0.00613805,-0.00560252,0.00913190
4/13/06,0.00949161,0.00138998,0.00842781,0.00991737,0.00607117,-0.00599944,0.00906835
4/17/06,0.00956938,0.00138998,0.00803084,0.01017852,0.00597613,-0.00622818,0.00896489
4/18/06,0.00956913,0.00138998,0.00775005,0.01063183,0.00604407,-0.00614328,0.00875907
4/19/06,0.00951638,0.00138998,0.00745248,0.01112791,0.00606660,-0.00594368,0.00850209
4/20/06,0.00951613,0.00138998,0.00708750,0.01163611,0.00613649,-0.00546966,0.00810568
4/21/06,0.00951589,0.00138998,0.00664576,0.01211319,0.00616796,-0.00496740,0.00765846
4/24/06,0.00956764,0.00138998,0.00621511,0.01262163,0.00626067,-0.00416466,0.00704728
4/25/06,0.00956739,0.00138998,0.00571181,0.01308734,0.00631480,-0.00333335,0.00647135
4/26/06,0.00951465,0.00138998,0.00518287,0.01358368,0.00643888,-0.00226257,0.00576841
4/27/06,0.00951440,0.00138998,0.00452741,0.01383102,0.00639526,-0.00128684,0.00511725
4/28/06,0.00951415,0.00128220,0.00390849,0.01413806,0.00644957,-0.00013547,0.00450367
5/1/06,0.00956590,0.00128220,0.00316429,0.01414863,0.00643260,0.00098021,0.00391649
5/2/06,0.00956565,0.00128220,0.00241505,0.01411408,0.00637703,0.00212233,0.00338032
5/3/06,0.00951292,0.00128220,0.00150725,0.01378691,0.00623086,0.00312969,0.00300801
5/4/06,0.00951267,0.00128220,0.00056345,0.01333155,0.00599206,0.00423695,0.00274866
5/5/06,0.00951242,0.00128220,-0.00048570,0.01273884,0.00563687,0.00523200,0.00265248
5/8/06,0.00956416,0.00128220,-0.00166571,0.01193492,0.00514121,0.00616565,0.00269679
5/9/06,0.00956391,0.00128220,-0.00292146,0.01095354,0.00450520,0.00702362,0.00294311
5/10/06,0.00951119,0.00128220,-0.00435667,0.00978337,0.00370658,0.00772934,0.00329291
5/11/06,0.00951094,0.00128220,-0.00588892,0.00836406,0.00276799,0.00831943,0.00379390
5/12/06,0.00951069,0.00128220,-0.00751471,0.00678705,0.00170505,0.00868187,0.00444638
5/15/06,0.00956242,0.00128220,-0.00915205,0.00506304,0.00063810,0.00901619,0.00523632
5/16/06,0.00956217,0.00128220,-0.01087899,0.00317166,-0.00059971,0.00913190,0.00606518
5/17/06,0.00950946,0.00128220,-0.01268434,0.00110363,-0.00191459,0.00906835,0.00695841
5/18/06,0.00950921,0.00128220,-0.01437748,-0.00099346,-0.00319910,0.00896489,0.00793844
5/19/06,0.00950896,0.00128220,-0.01596655,-0.00300770,-0.00450001,0.00875907,0.00894356
5/22/06,0.00956068,0.00128220,-0.01751060,-0.00510054,-0.00582289,0.00850209,0.00996246
5/23/06,0.00956043,0.00128220,-0.01891408,-0.00710679,-0.00711368,0.00810568,0.01109402
5/24/06,0.00950773,0.00128220,-0.02014590,-0.00901739,-0.00837263,0.00765846,0.01227630
5/25/06,0.00950748,0.00128220,-0.02135841,-0.01103478,-0.00972077,0.00704728,0.01352265
5/26/06,0.00950723,0.00000000,-0.02239344,-0.01280720,-0.01094123,0.00647135,0.01472084
5/30/06,0.00958491,0.00202693,-0.02340249,-0.01464024,-0.01222264,0.00576841,0.01595507
5/31/06,0.00958467,0.00202693,-0.02424776,-0.01628580,-0.01337294,0.00511725,0.01717610
6/1/06,0.00950575,0.00202693,-0.02502603,-0.01785597,-0.01455917,0.00450367,0.01830796
6/2/06,0.00950551,0.00202693,-0.02566442,-0.01925300,-0.01571526,0.00391649,0.01933968
6/5/06,0.00955720,0.00202693,-0.02625108,-0.02059637,-0.01684886,0.00338032,0.02035605
6/6/06,0.00955695,0.00202693,-0.02663118,-0.02172518,-0.01787684,0.00300801,0.02113421
6/7/06,0.00950427,0.00202693,-0.02682100,-0.02263000,-0.01875343,0.00274866,0.02193114
6/8/06,0.00950403,0.00202693,-0.02679288,-0.02337178,-0.01947717,0.00265248,0.02242531
6/9/06,0.00950378,0.00202693,-0.02650956,-0.02390897,-0.01999591,0.00269679,0.02292617
6/12/06,0.00955546,0.00202693,-0.02602118,-0.02422261,-0.02037640,0.00294311,0.02327250
6/13/06,0.00955522,0.00202693,-0.02527221,-0.02430802,-0.02060841,0.00329291,0.02359203
6/14/06,0.00950254,0.00202693,-0.02431928,-0.02415491,-0.02065467,0.00379390,0.02384760
6/15/06,0.00950230,0.00202693,-0.02311471,-0.02366382,-0.02056437,0.00444638,0.02411275
6/16/06,0.00950205,0.00202693,-0.02177525,-0.02295540,-0.02042753,0.00523632,0.02426512
6/19/06,0.00955373,0.00202693,-0.02043966,-0.02209724,-0.02033461,0.00606518,0.02439008
6/20/06,0.00955348,0.00202693,-0.01899736,-0.02114784,-0.02024038,0.00695841,0.02445300
6/21/06,0.00950082,0.00202693,-0.01741674,-0.01992875,-0.02001265,0.00793844,0.02450169
6/22/06,0.00950057,0.00202693,-0.01595570,-0.01872667,-0.01998389,0.00894356,0.02447427
6/23/06,0.00950032,0.00202693,-0.01450511,-0.01750655,-0.01996870,0.00996246,0.02442140
6/26/06,0.00955199,0.00202693,-0.01298678,-0.01605671,-0.01991798,0.01109402,0.02431683
6/27/06,0.00955174,0.00000000,-0.01145809,-0.01461126,-0.01988452,0.01227630,0.02423532
6/28/06,0.00949909,0.00000000,-0.00990920,-0.01298163,-0.01984925,0.01352265,0.02409181
6/29/06,0.00949885,0.00073664,-0.00837809,-0.01131430,-0.01990402,0.01472084,0.02409621
6/30/06,0.00949860,0.00073664,-0.00685831,-0.00966106,-0.01996820,0.01595507,0.02405280
7/3/06,0.00955026,0.00073664,-0.00532390,-0.00789053,-0.02002990,0.01717610,0.02405920
7/5/06,0.00957596,0.00073664,-0.00386008,-0.00614609,-0.02016193,0.01830796,0.02405366
7/6/06,0.00949712,0.00073664,-0.00241263,-0.00435461,-0.02028536,0.01933968,0.02423214
7/7/06,0.00949687,0.00073664,-0.00103210,-0.00260882,-0.02047744,0.02035605,0.02436236
7/10/06,0.00954852,0.00073664,0.00025370,-0.00083787,-0.02071686,0.02113421,0.02477556
7/11/06,0.00954827,0.00073664,0.00146822,0.00088224,-0.02099143,0.02193114,0.02506833
7/12/06,0.00949564,0.00073664,0.00256225,0.00261324,-0.02132476,0.02242531,0.02547256
7/13/06,0.00949540,0.00073664,0.00349435,0.00422063,-0.02169050,0.02292617,0.02588629
7/14/06,0.00949515,0.00073664,0.00439757,0.00592325,-0.02203076,0.02327250,0.02617852
7/17/06,0.00954679,0.00073664,0.00524823,0.00752215,-0.02220060,0.02359203,0.02644406
7/18/06,0.00954654,0.00073664,0.00609043,0.00913388,-0.02229761,0.02384760,0.02676817
7/19/06,0.00949392,0.00073664,0.00698466,0.01071280,-0.02216737,0.02411275,0.02691065
7/20/06,0.00949367,0.00073664,0.00778200,0.01212182,-0.02196303,0.02426512,0.02711346
7/21/06,0.00949343,0.00073664,0.00861179,0.01345522,-0.02161666,0.02439008,0.02723181
7/24/06,0.00954505,0.00073664,0.00954147,0.01478857,-0.02096314,0.02445300,0.02742105
7/25/06,0.00954481,0.00073664,0.01035792,0.01601345,-0.02034574,0.02450169,0.02752607
7/26/06,0.00949219,0.00073664,0.01118469,0.01706629,-0.01958347,0.02447427,0.02759472
7/27/06,0.00949195,0.00073664,0.01197554,0.01807453,-0.01866836,0.02442140,0.02760384
7/28/06,0.00949170,0.00109629,0.01272240,0.01890811,-0.01769420,0.02431683,0.02756450
7/31/06,0.00954332,0.00109629,0.01338507,0.01958935,-0.01660766,0.02423532,0.02733190
8/1/06,0.00954307,0.00109629,0.01402610,0.02017127,-0.01543898,0.02409181,0.02710849
8/2/06,0.00949047,0.00109629,0.01470987,0.02067514,-0.01404458,0.02409621,0.02669151
8/3/06,0.00949023,0.00109629,0.01541592,0.02110412,-0.01250981,0.02405280,0.02616770
8/4/06,0.00948998,0.00109629,0.01607331,0.02144511,-0.01092827,0.02405920,0.02557147
8/7/06,0.00954159,0.00109629,0.01678092,0.02169932,-0.00915987,0.02405366,0.02490466
8/8/06,0.00954134,0.00109629,0.01750047,0.02192887,-0.00725931,0.02423214,0.02405818
8/9/06,0.00948875,0.00109629,0.01825974,0.02216767,-0.00517567,0.02436236,0.02315397
8/10/06,0.00948850,0.00109629,0.01916406,0.02248935,-0.00275819,0.02477556,0.02205856
8/11/06,0.00948826,0.00109629,0.02005287,0.02279983,-0.00028206,0.02506833,0.02089390
8/14/06,0.00953986,0.00109629,0.02091243,0.02298149,0.00223772,0.02547256,0.01972138
8/15/06,0.00953961,0.00109629,0.02178430,0.02321397,0.00482045,0.02588629,0.01847996
8/16/06,0.00948703,0.00109629,0.02255913,0.02325419,0.00730413,0.02617852,0.01720784
8/17/06,0.00948678,0.00109629,0.02318330,0.02322909,0.00965279,0.02644406,0.01601002
8/18/06,0.00948654,0.00109629,0.02378083,0.02321253,0.01197557,0.02676817,0.01471998
8/21/06,0.00953813,0.00109629,0.02411463,0.02302639,0.01403862,0.02691065,0.01352683
8/22/06,0.00953788,0.00109629,0.02437699,0.02287089,0.01601912,0.02711346,0.01230176
8/23/06,0.00948531,0.00109629,0.02463615,0.02275658,0.01813440,0.02723181,0.01118594
8/24/06,0.00948506,0.00109629,0.02481478,0.02270443,0.02021434,0.02742105,0.01007278
8/25/06,0.00948481,0.00000000,0.02496432,0.02263279,0.02230284,0.02752607,0.00900999
8/28/06,0.00953640,0.00000000,0.02510898,0.02268872,0.02448088,0.02759472,0.00802070
8/29/06,0.00953615,0.00000000,0.02528022,0.02286088,0.02668216,0.02760384,0.00716260
8/30/06,0.00948359,0.00192210,0.02543822,0.02311776,0.02893098,0.02756450,0.00633215
8/31/06,0.00948334,0.00192210,0.02556063,0.02347942,0.03115035,0.02733190,0.00566871
9/1/06,0.00948309,0.00192210,0.02574182,0.02398631,0.03343700,0.02710849,0.00512179
9/5/06,0.00956058,0.00192210,0.02587123,0.02452475,0.03569453,0.02669151,0.00455470
9/6/06,0.00956033,0.00192210,0.02596879,0.02521946,0.03793763,0.02616770,0.00417395
9/7/06,0.00948162,0.00192210,0.02610224,0.02598698,0.04025532,0.02557147,0.00379639
9/8/06,0.00948137,0.00192210,0.02624966,0.02687828,0.04255574,0.02490466,0.00360467
9/11/06,0.00953294,0.00192210,0.02633540,0.02773756,0.04463552,0.02405818,0.00347323
9/12/06,0.00953269,0.00192210,0.02647329,0.02866585,0.04679140,0.02315397,0.00345909
9/13/06,0.00948015,0.00192210,0.02648929,0.02949699,0.04859441,0.02205856,0.00360677
9/14/06,0.00947990,0.00192210,0.02645843,0.03024232,0.05026226,0.02089390,0.00378034
9/15/06,0.00947966,0.00192210,0.02644984,0.03109013,0.05193075,0.01972138,0.00410492
9/18/06,0.00953121,0.00192210,0.02649990,0.03188515,0.05352800,0.01847996,0.00449979
9/19/06,0.00953096,0.00192210,0.02656848,0.03274193,0.05515119,0.01720784,0.00497802
9/20/06,0.00947843,0.00192210,0.02680083,0.03367069,0.05684308,0.01601002,0.00549245
9/21/06,0.00947818,0.00192210,0.02705226,0.03454509,0.05849237,0.01471998,0.00595190
9/22/06,0.00947794,0.00192210,0.02740183,0.03542867,0.06009964,0.01352683,0.00638775
9/25/06,0.00952948,0.00192210,0.02784689,0.03630924,0.06164281,0.01230176,0.00675335
9/26/06,0.00952924,0.00192210,0.02831929,0.03712552,0.06306643,0.01118594,0.00705927
9/27/06,0.00947671,0.00192210,0.02874436,0.03780395,0.06419769,0.01007278,0.00727143
9/28/06,0.00947646,0.00000000,0.02920651,0.03841740,0.06524319,0.00900999,0.00741322
9/29/06,0.00947622,0.00025877,0.02966741,0.03894549,0.06610338,0.00802070,0.00755238
10/2/06,0.00952776,0.00025877,0.03008500,0.03930652,0.06679326,0.00716260,0.00763175
10/3/06,0.00952751,0.00025877,0.03048797,0.03956046,0.06729088,0.00633215,0.00771083
10/4/06,0.00947499,0.00025877,0.03091048,0.03966913,0.06765750,0.00566871,0.00781351
10/5/06,0.00947475,0.00025877,0.03131299,0.03958950,0.06781621,0.00512179,0.00785806
10/6/06,0.00947450,0.00025877,0.03160461,0.03934371,0.06768066,0.00455470,0.00799413
10/9/06,0.00952603,0.00025877,0.03186409,0.03891035,0.06730996,0.00417395,0.00801516
10/10/06,0.00952578,0.00025877,0.03203949,0.03828452,0.06674899,0.00379639,0.00811693
10/11/06,0.00947328,0.00025877,0.03211277,0.03752395,0.06587919,0.00360467,0.00820512
10/12/06,0.00947303,0.00025877,0.03219149,0.03664522,0.06505803,0.00347323,0.00822522
10/13/06,0.00947279,0.00025877,0.03219246,0.03570680,0.06405961,0.00345909,0.00830247
10/16/06,0.00952430,0.00025877,0.03216785,0.03464130,0.06300590,0.00360677,0.00827512
10/17/06,0.00952406,0.00025877,0.03212014,0.03367813,0.06197490,0.00378034,0.00821387
10/18/06,0.00947156,0.00025877,0.03206776,0.03255036,0.06084841,0.00410492,0.00813973
10/19/06,0.00947131,0.00025877,0.03195126,0.03150507,0.05965933,0.00449979,0.00799549
10/20/06,0.00947107,0.00025877,0.03180904,0.03042378,0.05841389,0.00497802,0.00792955
10/23/06,0.00952258,0.00025877,0.03157493,0.02932611,0.05705972,0.00549245,0.00786367
10/24/06,0.00952233,0.00025877,0.03122328,0.02814527,0.05557870,0.00595190,0.00793781
10/25/06,0.00946984,0.00025877,0.03074996,0.02699028,0.05394292,0.00638775,0.00818542
10/26/06,0.00946960,0.00025877,0.03027775,0.02583001,0.05239438,0.00675335,0.00857274
10/27/06,0.00946935,0.00000000,0.02969864,0.02463491,0.05065464,0.00705927,0.00906587
10/30/06,0.00952085,0.00083483,0.02909841,0.02347378,0.04899472,0.00727143,0.00963056
10/31/06,0.00952061,0.00083483,0.02848545,0.02228974,0.04721355,0.00741322,0.01031138
11/1/06,0.00946813,0.00083483,0.02785387,0.02118684,0.04546488,0.00755238,0.01098111
11/2/06,0.00946788,0.00083483,0.02726721,0.02018625,0.04379327,0.00763175,0.01168417
11/3/06,0.00946764,0.00083483,0.02668143,0.01926900,0.04213579,0.00771083,0.01232941
11/6/06,0.00951913,0.00083483,0.02615227,0.01847374,0.04063016,0.00781351,0.01297393
11/7/06,0.00951888,0.00083483,0.02559662,0.01774248,0.03916651,0.00785806,0.01365201
11/8/06,0.00946642,0.00083483,0.02511722,0.01721805,0.03787461,0.00799413,0.01428269
11/9/06,0.00946617,0.00083483,0.02462818,0.01666023,0.03663227,0.00801516,0.01486803
11/10/06,0.00946593,0.00083483,0.02419651,0.01634690,0.03556405,0.00811693,0.01548654
11/13/06,0.00951741,0.00083483,0.02383293,0.01603708,0.03458518,0.00820512,0.01603441
