Date,Inflation 1yr,GNP 90d,Total Jobs 30d,XLY 30d,XLU 30d,XLE 30d,XLE next 30d
5/18/06,0.00950921,0.01062470,0.00128220,-0.00319910,0.01446961,0.02765724,-0.05441910
5/19/06,0.00950896,0.01062470,0.00128220,-0.00450001,0.01483259,0.02439414,-0.05679986
5/22/06,0.00956068,0.01062470,0.00128220,-0.00582289,0.01523761,0.02107231,-0.05868705
5/23/06,0.00956043,0.01062470,0.00128220,-0.00711368,0.01552361,0.01781845,-0.06032823
5/24/06,0.00950773,0.01062470,0.00128220,-0.00837263,0.01603579,0.01428756,-0.06153742
5/25/06,0.00950748,0.01062470,0.00128220,-0.00972077,0.01639756,0.01107971,-0.06230304
5/26/06,0.00950723,0.01062470,0.00000000,-0.01094123,0.01683389,0.00781676,-0.06266265
5/30/06,0.00958491,0.01062470,0.00202693,-0.01222264,0.01720269,0.00448374,-0.06266404
5/31/06,0.00958467,0.01062470,0.00202693,-0.01337294,0.01759221,0.00108644,-0.06196568
6/1/06,0.00950575,0.01062470,0.00202693,-0.01455917,0.01784086,-0.00256180,-0.06069522
6/2/06,0.00950551,0.01062470,0.00202693,-0.01571526,0.01816328,-0.00640259,-0.05888118
6/5/06,0.00955720,0.01062470,0.00202693,-0.01684886,0.01822693,-0.01044041,-0.05643642
6/6/06,0.00955695,0.01062470,0.00202693,-0.01787684,0.01845996,-0.01443650,-0.05351733
6/7/06,0.00950427,0.01062470,0.00202693,-0.01875343,0.01872640,-0.01846412,-0.05037960
6/8/06,0.00950403,0.01062470,0.00202693,-0.01947717,0.01895947,-0.02261311,-0.04667093
6/9/06,0.00950378,0.01062470,0.00202693,-0.01999591,0.01920351,-0.02654246,-0.04275560
6/12/06,0.00955546,0.01062470,0.00202693,-0.02037640,0.01949266,-0.03041490,-0.03854688
6/13/06,0.00955522,0.01062470,0.00202693,-0.02060841,0.01982197,-0.03426345,-0.03378350
6/14/06,0.00950254,0.01062470,0.00202693,-0.02065467,0.02007709,-0.03788585,-0.02865617
6/15/06,0.00950230,0.01062470,0.00202693,-0.02056437,0.02049432,-0.04140097,-0.02332561
6/16/06,0.00950205,0.01062470,0.00202693,-0.02042753,0.02099362,-0.04508343,-0.01755120
6/19/06,0.00955373,0.01062470,0.00202693,-0.02033461,0.02135322,-0.04839581,-0.01144948
6/20/06,0.00955348,0.01062470,0.00202693,-0.02024038,0.02181974,-0.05153548,-0.00557018
6/21/06,0.00950082,0.01062470,0.00202693,-0.02001265,0.02235791,-0.05441910,0.00054789
6/22/06,0.00950057,0.01062470,0.00202693,-0.01998389,0.02290463,-0.05679986,0.00647341
6/23/06,0.00950032,0.01062470,0.00202693,-0.01996870,0.02338406,-0.05868705,0.01223202
6/26/06,0.00955199,0.01062470,0.00202693,-0.01991798,0.02398048,-0.06032823,0.01759221
6/27/06,0.00955174,0.01062470,0.00000000,-0.01988452,0.02455224,-0.06153742,0.02291247
6/28/06,0.00949909,0.01062470,0.00000000,-0.01984925,0.02517673,-0.06230304,0.02797150
6/29/06,0.00949885,0.01062470,0.00073664,-0.01990402,0.02589375,-0.06266265,0.03261575
6/30/06,0.00949860,0.01062470,0.00073664,-0.01996820,0.02662125,-0.06266404,0.03697664
7/3/06,0.00955026,0.01757556,0.00073664,-0.02002990,0.02738058,-0.06196568,0.04084116
7/5/06,0.00957596,0.00687779,0.00073664,-0.02016193,0.02834142,-0.06069522,0.04420976
7/6/06,0.00949712,0.00687779,0.00073664,-0.02028536,0.02916325,-0.05888118,0.04721847
7/7/06,0.00949687,0.00687779,0.00073664,-0.02047744,0.03027974,-0.05643642,0.05001076
7/10/06,0.00954852,0.00687779,0.00073664,-0.02071686,0.03127878,-0.05351733,0.05235036
7/11/06,0.00954827,0.00687779,0.00073664,-0.02099143,0.03228611,-0.05037960,0.05476773
7/12/06,0.00949564,0.00687779,0.00073664,-0.02132476,0.03338585,-0.04667093,0.05684281
7/13/06,0.00949540,0.00687779,0.00073664,-0.02169050,0.03445057,-0.04275560,0.05865976
7/14/06,0.00949515,0.00687779,0.00073664,-0.02203076,0.03560724,-0.03854688,0.06031876
7/17/06,0.00954679,0.00687779,0.00073664,-0.02220060,0.03666689,-0.03378350,0.06160409
7/18/06,0.00954654,0.00687779,0.00073664,-0.02229761,0.03777655,-0.02865617,0.06240453
7/19/06,0.00949392,0.00687779,0.00073664,-0.02216737,0.03891537,-0.02332561,0.06286715
7/20/06,0.00949367,0.00687779,0.00073664,-0.02196303,0.03991111,-0.01755120,0.06308894
7/21/06,0.00949343,0.00687779,0.00073664,-0.02161666,0.04082024,-0.01144948,0.06282957
7/24/06,0.00954505,0.00687779,0.00073664,-0.02096314,0.04165365,-0.00557018,0.06254536
7/25/06,0.00954481,0.00687779,0.00073664,-0.02034574,0.04227228,0.00054789,0.06205281
7/26/06,0.00949219,0.00687779,0.00073664,-0.01958347,0.04272767,0.00647341,0.06155598
7/27/06,0.00949195,0.00687779,0.00073664,-0.01866836,0.04302096,0.01223202,0.06096437
7/28/06,0.00949170,0.00687779,0.00109629,-0.01769420,0.04315195,0.01759221,0.06042624
7/31/06,0.00954332,0.00687779,0.00109629,-0.01660766,0.04298864,0.02291247,0.05986734
8/1/06,0.00954307,0.00687779,0.00109629,-0.01543898,0.04282151,0.02797150,0.05926121
8/2/06,0.00949047,0.00687779,0.00109629,-0.01404458,0.04242542,0.03261575,0.05864678
8/3/06,0.00949023,0.00687779,0.00109629,-0.01250981,0.04187366,0.03697664,0.05818438
8/4/06,0.00948998,0.00687779,0.00109629,-0.01092827,0.04127993,0.04084116,0.05774555
8/7/06,0.00954159,0.00687779,0.00109629,-0.00915987,0.04040487,0.04420976,0.05731060
8/8/06,0.00954134,0.00687779,0.00109629,-0.00725931,0.03958411,0.04721847,0.05672809
8/9/06,0.00948875,0.00687779,0.00109629,-0.00517567,0.03854960,0.05001076,0.05577837
8/10/06,0.00948850,0.00687779,0.00109629,-0.00275819,0.03745694,0.05235036,0.05456872
8/11/06,0.00948826,0.00687779,0.00109629,-0.00028206,0.03630622,0.05476773,0.05282072
8/14/06,0.00953986,0.00687779,0.00109629,0.00223772,0.03497520,0.05684281,0.05068285
8/15/06,0.00953961,0.00687779,0.00109629,0.00482045,0.03357809,0.05865976,0.04825386
8/16/06,0.00948703,0.00687779,0.00109629,0.00730413,0.03199173,0.06031876,0.04551233
8/17/06,0.00948678,0.00687779,0.00109629,0.00965279,0.03036061,0.06160409,0.04256810
8/18/06,0.00948654,0.00687779,0.00109629,0.01197557,0.02865627,0.06240453,0.03934016
8/21/06,0.00953813,0.00687779,0.00109629,0.01403862,0.02685004,0.06286715,0.03603429
8/22/06,0.00953788,0.00687779,0.00109629,0.01601912,0.02505078,0.06308894,0.03239214
8/23/06,0.00948531,0.00687779,0.00109629,0.01813440,0.02327926,0.06282957,0.02872457
8/24/06,0.00948506,0.00687779,0.00109629,0.02021434,0.02153673,0.06254536,0.02481430
8/25/06,0.00948481,0.00687779,0.00000000,0.02230284,0.01993212,0.06205281,0.02076162
8/28/06,0.00953640,0.00687779,0.00000000,0.02448088,0.01832781,0.06155598,0.01658405
8/29/06,0.00953615,0.00687779,0.00000000,0.02668216,0.01684041,0.06096437,0.01214946
8/30/06,0.00948359,0.00687779,0.00192210,0.02893098,0.01532898,0.06042624,0.00770020
8/31/06,0.00948334,0.00687779,0.00192210,0.03115035,0.01401144,0.05986734,0.00312935
9/1/06,0.00948309,0.00687779,0.00192210,0.03343700,0.01269878,0.05926121,-0.00145020
9/5/06,0.00956058,0.00687779,0.00192210,0.03569453,0.01142082,0.05864678,-0.00606506
9/6/06,0.00956033,0.00687779,0.00192210,0.03793763,0.01022641,0.05818438,-0.01074880
9/7/06,0.00948162,0.00687779,0.00192210,0.04025532,0.00902613,0.05774555,-0.01529825
9/8/06,0.00948137,0.00687779,0.00192210,0.04255574,0.00802398,0.05731060,-0.01967243
9/11/06,0.00953294,0.00687779,0.00192210,0.04463552,0.00699556,0.05672809,-0.02366724
9/12/06,0.00953269,0.00687779,0.00192210,0.04679140,0.00606825,0.05577837,-0.02713976
9/13/06,0.00948015,0.00687779,0.00192210,0.04859441,0.00525084,0.05456872,-0.03006295
9/14/06,0.00947990,0.00687779,0.00192210,0.05026226,0.00454282,0.05282072,-0.03240103
9/15/06,0.00947966,0.00687779,0.00192210,0.05193075,0.00403153,0.05068285,-0.03417681
9/18/06,0.00953121,0.00687779,0.00192210,0.05352800,0.00365912,0.04825386,-0.03534217
9/19/06,0.00953096,0.00687779,0.00192210,0.05515119,0.00348454,0.04551233,-0.03586480
9/20/06,0.00947843,0.00687779,0.00192210,0.05684308,0.00357341,0.04256810,-0.03604228
9/21/06,0.00947818,0.00687779,0.00192210,0.05849237,0.00381106,0.03934016,-0.03554715
9/22/06,0.00947794,0.00687779,0.00192210,0.06009964,0.00427617,0.03603429,-0.03479217
9/25/06,0.00952948,0.00687779,0.00192210,0.06164281,0.00496654,0.03239214,-0.03327810
9/26/06,0.00952924,0.00687779,0.00192210,0.06306643,0.00568011,0.02872457,-0.03157699
9/27/06,0.00947671,0.00687779,0.00192210,0.06419769,0.00660809,0.02481430,-0.02942298
9/28/06,0.00947646,0.00687779,0.00000000,0.06524319,0.00759490,0.02076162,-0.02688120
9/29/06,0.00947622,0.00687779,0.00025877,0.06610338,0.00871046,0.01658405,-0.02432676
10/2/06,0.00952776,0.01901658,0.00025877,0.06679326,0.00999190,0.01214946,-0.02125078
10/3/06,0.00952751,0.01205588,0.00025877,0.06729088,0.01138313,0.00770020,-0.01815269
10/4/06,0.00947499,0.01205588,0.00025877,0.06765750,0.01284407,0.00312935,-0.01487478
10/5/06,0.00947475,0.01205588,0.00025877,0.06781621,0.01438352,-0.00145020,-0.01155229
10/6/06,0.00947450,0.01205588,0.00025877,0.06768066,0.01597332,-0.00606506,-0.00810146
10/9/06,0.00952603,0.01205588,0.00025877,0.06730996,0.01766948,-0.01074880,-0.00463786
10/10/06,0.00952578,0.01205588,0.00025877,0.06674899,0.01944538,-0.01529825,-0.00131243
10/11/06,0.00947328,0.01205588,0.00025877,0.06587919,0.02121107,-0.01967243,0.00177602
10/12/06,0.00947303,0.01205588,0.00025877,0.06505803,0.02301542,-0.02366724,0.00459738
10/13/06,0.00947279,0.01205588,0.00025877,0.06405961,0.02486711,-0.02713976,0.00704302
10/16/06,0.00952430,0.01205588,0.00025877,0.06300590,0.02660205,-0.03006295,0.00916847
10/17/06,0.00952406,0.01205588,0.00025877,0.06197490,0.02833386,-0.03240103,0.01070976
10/18/06,0.00947156,0.01205588,0.00025877,0.06084841,0.02991551,-0.03417681,0.01188699
10/19/06,0.00947131,0.01205588,0.00025877,0.05965933,0.03131739,-0.03534217,0.01271489
10/20/06,0.00947107,0.01205588,0.00025877,0.05841389,0.03257737,-0.03586480,0.01299636
10/23/06,0.00952258,0.01205588,0.00025877,0.05705972,0.03356699,-0.03604228,0.01313437
10/24/06,0.00952233,0.01205588,0.00025877,0.05557870,0.03433402,-0.03554715,0.01285562
10/25/06,0.00946984,0.01205588,0.00025877,0.05394292,0.03488235,-0.03479217,0.01247654
10/26/06,0.00946960,0.01205588,0.00025877,0.05239438,0.03519030,-0.03327810,0.01176537
10/27/06,0.00946935,0.01205588,0.00000000,0.05065464,0.03545342,-0.03157699,0.01097013
10/30/06,0.00952085,0.01205588,0.00083483,0.04899472,0.03551755,-0.02942298,0.01023307
10/31/06,0.00952061,0.01205588,0.00083483,0.04721355,0.03537470,-0.02688120,0.00920873
11/1/06,0.00946813,0.01205588,0.00083483,0.04546488,0.03524690,-0.02432676,0.00842077
11/2/06,0.00946788,0.01205588,0.00083483,0.04379327,0.03494238,-0.02125078,0.00768883
11/3/06,0.00946764,0.01205588,0.00083483,0.04213579,0.03455856,-0.01815269,0.00717674
11/6/06,0.00951913,0.01205588,0.00083483,0.04063016,0.03417291,-0.01487478,0.00681610
11/7/06,0.00951888,0.01205588,0.00083483,0.03916651,0.03364184,-0.01155229,0.00680631
11/8/06,0.00946642,0.01205588,0.00083483,0.03787461,0.03316808,-0.00810146,0.00695342
11/9/06,0.00946617,0.01205588,0.00083483,0.03663227,0.03258922,-0.00463786,0.00746289
